place_liste,nom,voix,pourcent_liste,voix_devolues,voix_apres_devolution,voix_restantes,position_elu,position_suppleance,commune,parti,lien
3,MÜLLER Berthold,366,8.8,0,366,0,2,,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
4,BRÜHL Pascal,281,6.76,0,281,0,,1,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
5,HILGERS Renate,222,5.34,0,222,0,,5,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
6,SCHOMMERS Wilfried,224,5.39,0,224,0,,4,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
7,HENNES Michael,269,6.47,0,269,0,,2,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
8,LAMBERTZ Hélène,210,5.05,0,210,0,,6,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
9,HALMES Alexandra,190,4.57,0,190,0,,7,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
10,GRIEVEN Andrea,190,4.57,0,190,0,,8,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
11,KOHNEN Paul,175,4.21,0,175,0,,10,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
12,FAYMONVILLE Marcel,150,3.61,0,150,0,,13,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
13,KIRENS Gisela,174,4.18,0,174,0,,11,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
14,DAVIDS Marie-Christine,190,4.57,0,190,0,,9,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
15,MATTENS Maria,173,4.16,0,173,0,,12,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
16,ARENS Frédéric,336,8.08,0,336,0,3,,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
17,SCHRÖDER Stephan,246,5.91,0,246,0,,3,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
1,AUTMANNS Rainer,324,15.56,0,324,31,1,,AMBLÈVE,B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
2,PLOTTES Nadine,168,8.07,31,199,0,,5,AMBLÈVE,B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
3,JENNIGES Lothaire,207,9.94,0,207,0,,2,AMBLÈVE,B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
4,DAVID Jérôme,229,11,0,229,0,,1,AMBLÈVE,B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
5,VERMEULEN geb. ADORF Heike,165,7.93,0,165,0,,6,AMBLÈVE,B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
6,WEYNAND Ronny,196,9.41,0,196,0,,3,AMBLÈVE,B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
7,ROBERT Pascal,173,8.31,0,173,0,,4,AMBLÈVE,B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
8,MERTENS Manuel,155,7.44,0,155,0,,8,AMBLÈVE,B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
9,BOTTA-DITTRICH Antje,149,7.16,0,149,0,,10,AMBLÈVE,B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
10,CLASSEN Christina,162,7.78,0,162,0,,7,AMBLÈVE,B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
11,DELL Laila,154,7.4,0,154,0,,9,AMBLÈVE,B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
1,DOUMONT Hugues,590,10.6,990,1.580,246,1,,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
2,CORNET Cécile,375,6.74,246,621,0,2,,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
3,ALVAREZ José Ricardo,183,3.29,0,183,0,,9,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
4,VOETS Martine,199,3.58,0,199,0,,5,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
5,DELTOMBE Lionel,270,4.85,0,270,0,,1,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
6,STASSE Patricia,274,4.92,0,274,0,3,,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
7,DERÈSE Nicolas,202,3.63,0,202,0,,4,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
8,HELLIN Emmanuelle,193,3.47,0,193,0,,7,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
9,FALQUE Gautier,174,3.13,0,174,0,,10,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
10,LOUTZ Sylvie,159,2.86,0,159,0,,15,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
11,ROUCHET Francis,167,3,0,167,0,,13,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
12,MATHIEU Audrey,235,4.22,0,235,0,,2,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
13,BONANNO Giuseppe,133,2.39,0,133,0,,20,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
14,SEPULCHRE Christine,164,2.95,0,164,0,,14,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
15,NAJI Soufiane,172,3.09,0,172,0,,11,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
16,DELAIRE Blondine,125,2.25,0,125,0,,22,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
17,HUET Marcel,121,2.17,0,121,0,,23,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
18,DEWEZ Caroline,152,2.73,0,152,0,,17,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
19,DUJARDIN Régis,111,1.99,0,111,0,,25,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
20,GOBLET Madeleine,158,2.84,0,158,0,,16,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
21,MERTENS Jean-Jacques,109,1.96,0,109,0,,26,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
22,HALLEUX Florence,171,3.07,0,171,0,,12,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
23,FURNELLE Vincent,138,2.48,0,138,0,,19,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
24,DURIEUX Ginette,140,2.52,0,140,0,,18,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
25,VOLCHER Sébastien,120,2.16,0,120,0,,24,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
26,TAVERNE Francine,131,2.35,0,131,0,,21,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
27,DELORY Jean-Luc,187,3.36,0,187,0,,8,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
28,DRESE Pauline,216,3.88,0,216,0,,3,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
29,TOUSSAINT Pascale,195,3.5,0,195,0,,6,ANDENNE,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
1,EERDEKENS Claude,3.730,14.56,4.313,8.043,4.731,1,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
2,MALISOUX Elisabeth,1.658,6.47,4.731,6.389,0,2,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
3,SAMPAOLI Vincent,3.066,11.97,0,3.066,0,3,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
4,HAVELANGE Guy,1.343,5.24,0,1.343,0,5,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
5,CRUSPIN Sandrine,1.317,5.14,0,1.317,0,7,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
6,SORÉE Yves,845,3.3,0,845,0,10,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
7,SIMON - CASTELLAN Rose,789,3.08,0,789,0,11,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
8,BADOT Christian,926,3.62,0,926,0,9,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
9,MONJOIE - PAQUOT Marina,503,1.96,0,503,0,18,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
10,PIERARD Melissa,401,1.57,0,401,0,,3,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
11,HENROTAUX André,366,1.43,0,366,0,,5,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
12,VERBIEST Etienne,296,1.16,0,296,0,,8,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
13,MAUGUIT Marie-Christine,549,2.14,0,549,0,14,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
14,DELAITE Maxime,505,1.97,0,505,0,17,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
15,DOINO Patrizia,346,1.35,0,346,0,,6,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
16,LEROY Suzanne,241,0.94,0,241,0,,10,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
17,RASQUIN Philippe,699,2.73,0,699,0,12,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
18,GIOT Claude,514,2.01,0,514,0,16,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
19,COSTANTINI Benjamin,1.321,5.16,0,1.321,0,6,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
20,POGGIANA - CHIARADIA Domenica Lina,475,1.85,0,475,0,19,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
21,BELHACHMI Kamilia,677,2.64,0,677,0,13,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
22,SPAGNUOLO Anna,326,1.27,0,326,0,,7,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
23,JOYEUX Danielle,474,1.85,0,474,0,,1,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
24,MARTIN Nancy,379,1.48,0,379,0,,4,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
25,PIRARD Kevin,546,2.13,0,546,0,15,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
26,DUCHATEAU Anne-Marie,284,1.11,0,284,0,,9,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
27,FRANCKINIOULLE Joël,445,1.74,0,445,0,,2,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
28,DECHAMPS Michel,1.096,4.28,0,1.096,0,8,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
29,VERBORG Francis,1.493,5.83,0,1.493,0,4,,ANDENNE,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
1,MATTART Philippe,672,9.69,908,1.580,0,1,,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
2,GERMAIN - LEBLANC Carine,372,5.36,0,372,0,,1,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
3,ADANS Nicolas,223,3.22,0,223,0,,9,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
4,JACQUES - STORME Emmanuelle,265,3.82,0,265,0,,5,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
5,MATTART Christian,373,5.38,0,373,0,4,,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
6,PHILIPPART Françoise,380,5.48,0,380,0,3,,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
7,MARTIN Guillaume,287,4.14,0,287,0,,3,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
8,GILIS - BRASSEUR Marie,183,2.64,0,183,0,,13,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
9,DAGNIES Jeremy,139,2,0,139,0,,19,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
10,TRUFIN Caroline,278,4.01,0,278,0,,4,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
11,DACHET Dylan,261,3.76,0,261,0,,6,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
12,JACOBS - DACHET Géraldine,242,3.49,0,242,0,,7,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
13,LIBERT Benoit,165,2.38,0,165,0,,16,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
14,WALLET Isabelle,197,2.84,0,197,0,,12,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
15,CLÉRISSE Nicolas,166,2.39,0,166,0,,15,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
16,MOLLO Angélina,110,1.59,0,110,0,,24,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
17,MARINO Giuseppe,112,1.62,0,112,0,,23,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
18,STEUX - LEGRAND Françoise,218,3.14,0,218,0,,11,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
19,LOUIS Bernard,226,3.26,0,226,0,,8,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
20,DRIF - SALEK Nora,130,1.87,0,130,0,,20,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
21,GILLET Emmanuel,220,3.17,0,220,0,,10,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
22,PINEUX - MOUZON Huguette,159,2.29,0,159,0,,18,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
23,ZACHARY Fernand,119,1.72,0,119,0,,21,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
24,AUDEVAL - GEERTS Jeannine,168,2.42,0,168,0,,14,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
25,BARS Huseyin,116,1.67,0,116,0,,22,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
26,ANDRÉ - WEYNANTS Bernadette,94,1.36,0,94,0,,25,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
27,STRAZZER Sébastien,162,2.34,0,162,0,,17,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
28,LALLEMEND Marie-Claire,350,5.05,0,350,0,,2,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
29,SERMON Etienne,547,7.89,0,547,0,2,,ANDENNE,C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
1,LÉONARD Françoise,510,14.66,780,1.290,378,1,,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
2,VAN YDEGEM Nicolas,116,3.34,378,494,0,2,,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
3,LEMIRE Arnaud,116,3.34,0,116,0,,7,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
4,MAUER Lissia,156,4.49,0,156,0,,1,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
5,TARPATAKI Françoise,224,6.44,0,224,0,3,,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
6,FROIDBISE Geoffrey,114,3.28,0,114,0,,9,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
7,BAUGNIET Andy,98,2.82,0,98,0,,16,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
8,COURTENS Philippe,85,2.44,0,85,0,,18,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
9,JAVAUX Caroline,140,4.03,0,140,0,,2,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
10,ADAM François,122,3.51,0,122,0,,5,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
11,VERNIERS Dominique,99,2.85,0,99,0,,14,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
12,GRENEZ Antoine,115,3.31,0,115,0,,8,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
13,COLLARD Isabelle,100,2.88,0,100,0,,13,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
14,BODART Gilles,136,3.91,0,136,0,,3,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
15,WAUTERS Debbie,81,2.33,0,81,0,,21,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
16,SCHOONBROODT Yves,94,2.7,0,94,0,,17,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
17,LECLERC Marvin,99,2.85,0,99,0,,15,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
18,LÉONARD Pascal,132,3.8,0,132,0,,4,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
19,PONCELET Dominique,81,2.33,0,81,0,,22,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
20,LABOUREUR Jessica,103,2.96,0,103,0,,10,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
21,HENNAUT Benjamin,71,2.04,0,71,0,,24,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
22,DE ALMEIDA Clerecilda,83,2.39,0,83,0,,20,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
23,FROIDBISE Thibaut,103,2.96,0,103,0,,11,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
24,MATHOT Sandrine,81,2.33,0,81,0,,23,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
25,BASHENGEZI Kalegesa,57,1.64,0,57,0,,26,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
26,ROUSSEAU Jean-Bernard,84,2.42,0,84,0,,19,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
27,ANTHOPOULOS Georgia,58,1.67,0,58,0,,25,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
28,PAULUS Jacqueline,101,2.9,0,101,0,,12,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
29,DELMOTTE Danielle,119,3.42,0,119,0,,6,ANDENNE,M.R.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_10.html
1,DELFORGE Philippe,71,12.54,-,-,-,-,,ANDENNE,POUR ANDENNE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_334.html
2,SEGHERS Natacha,29,5.12,-,-,-,-,,ANDENNE,POUR ANDENNE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_334.html
3,DIVES Pascal,27,4.77,-,-,-,-,,ANDENNE,POUR ANDENNE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_334.html
4,GIMINNE Dominique,33,5.83,-,-,-,-,,ANDENNE,POUR ANDENNE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_334.html
5,DENIS Jean-Marie,17,3,-,-,-,-,,ANDENNE,POUR ANDENNE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_334.html
6,CHARLIER Vanessa,36,6.36,-,-,-,-,,ANDENNE,POUR ANDENNE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_334.html
7,GEMINE Kelly,30,5.3,-,-,-,-,,ANDENNE,POUR ANDENNE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_334.html
8,GRAMTINE Claude,35,6.18,-,-,-,-,,ANDENNE,POUR ANDENNE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_334.html
9,DENIS Cécile,19,3.36,-,-,-,-,,ANDENNE,POUR ANDENNE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_334.html
10,THOMAS Angélique,21,3.71,-,-,-,-,,ANDENNE,POUR ANDENNE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_334.html
11,VAN ESPENHOUDT Pascal,16,2.83,-,-,-,-,,ANDENNE,POUR ANDENNE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_334.html
12,DUPONT Isabelle,21,3.71,-,-,-,-,,ANDENNE,POUR ANDENNE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_334.html
