place_liste,nom,voix,pourcent_liste,voix_devolues,voix_apres_devolution,voix_restantes,position_elu,position_suppleance,commune,parti,lien
9,CREMER Renate,24,5.53,-,-,-,-,,EUPEN,FLEK,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63023_328.html
10,LENNERTZ Daniela,25,5.76,-,-,-,-,,EUPEN,FLEK,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63023_328.html
1,DETIÈGE Myriam,165,12.16,268,433,0,1,,FAIMES,A.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_36.html
2,BOXUS Bernard,248,18.28,0,248,0,2,,FAIMES,A.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_36.html
3,TANCREDI Vicky,51,3.76,0,51,0,,8,FAIMES,A.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_36.html
4,MASSET Francis,65,4.79,0,65,0,,6,FAIMES,A.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_36.html
5,RIGGI Maria,70,5.16,0,70,0,,4,FAIMES,A.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_36.html
6,RIGO Jean,69,5.08,0,69,0,,5,FAIMES,A.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_36.html
7,COLLIN-SCHOENAERS France,132,9.73,0,132,0,,2,FAIMES,A.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_36.html
8,LÉGLISE Philippe,83,6.12,0,83,0,,3,FAIMES,A.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_36.html
9,LANGE Murielle,47,3.46,0,47,0,,9,FAIMES,A.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_36.html
10,MARON Aurélie,148,10.91,0,148,0,,1,FAIMES,A.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_36.html
11,QUETIN Terry,40,2.95,0,40,0,,10,FAIMES,A.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_36.html
12,FÉLIX Georges,60,4.42,0,60,0,,7,FAIMES,A.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_36.html
13,BINET Marie-Claire,179,13.19,0,179,0,3,,FAIMES,A.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_36.html
1,VANDEREYKEN Marie-Alice,722,17.92,866,1.588,44,1,,FAIMES,E.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_35.html
2,CARTUYVELS Etienne,637,15.81,44,681,0,2,,FAIMES,E.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_35.html
3,DELCHAMBRE Jean-Marc,596,14.8,0,596,0,3,,FAIMES,E.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_35.html
4,DELNATTE Frédéric,299,7.42,0,299,0,5,,FAIMES,E.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_35.html
5,DUBOIS Guy,546,13.56,0,546,0,4,,FAIMES,E.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_35.html
6,LÉONARD Sophie,243,6.03,0,243,0,6,,FAIMES,E.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_35.html
7,DE MUYT Bénédicte,99,2.46,0,99,0,,3,FAIMES,E.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_35.html
8,MASY Sébastien,185,4.59,0,185,0,8,,FAIMES,E.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_35.html
9,DEVALLÉE Gilles,149,3.7,0,149,0,9,,FAIMES,E.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_35.html
10,RETHY Lucie,147,3.65,0,147,0,10,,FAIMES,E.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_35.html
11,MATAGNE Pierre,100,2.48,0,100,0,,2,FAIMES,E.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_35.html
12,BALAES Ariane,118,2.93,0,118,0,,1,FAIMES,E.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_35.html
13,SARTON Laurence,187,4.64,0,187,0,7,,FAIMES,E.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM64076_35.html
1,BAYET Hugues,2.203,28.7,2.043,4.246,2.564,1,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
2,CAMMARATA Josephine,334,4.35,2.564,2.898,0,2,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
3,LEMAITRE Fabian,284,3.7,0,284,0,9,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
4,CASAGRANDE Jean-Marie,171,2.23,0,171,0,14,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
5,DEMIR Atilla,991,12.91,0,991,0,3,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
6,LEFEVRE Patrick,586,7.64,0,586,0,4,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
7,BRUYNINCKX Céline,134,1.75,0,134,0,17,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
8,MINSART Fabrice,480,6.25,0,480,0,5,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
9,BOUCHER René,169,2.2,0,169,0,15,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
10,SCANDELLA Benjamin,374,4.87,0,374,0,7,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
11,DEBRUX Alex,384,5,0,384,0,6,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
12,DENYS Laurence,257,3.35,0,257,0,10,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
13,GONZE Laurence,236,3.07,0,236,0,11,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
14,CIULLO Rosaria,97,1.26,0,97,0,18,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
15,VANCRANEM Dogan,168,2.19,0,168,0,16,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
16,DECRAUX Laurane,211,2.75,0,211,0,12,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
17,FONTAINE Brigitte,55,0.72,0,55,0,19,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
18,DUCHENNE Ophélie,289,3.77,0,289,0,8,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
19,CECERE Sandro,181,2.36,0,181,0,13,,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
20,BALSAT Micheline,32,0.42,0,32,0,,2,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
21,FAGNART Jeannine,39,0.51,0,39,0,,1,FARCIENNES,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_3.html
1,TSAVDAROGLOU Patricia,161,15.3,165,326,0,1,,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
2,PRÖS Guy,77,7.32,0,77,0,,4,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
3,NICAISE Marie-Chantal,87,8.27,0,87,0,,2,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
4,DECOCQ Joseph,61,5.8,0,61,0,,6,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
5,CORTHALS Jonathan,81,7.7,0,81,0,,3,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
6,TIELEMANS Stephane,54,5.13,0,54,0,,7,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
7,ARIANO Alfonso,118,11.22,0,118,0,2,,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
8,DEL BIANCO Tania,49,4.66,0,49,0,,9,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
9,DEL BIANCO Kevin,37,3.52,0,37,0,,11,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
10,MASSART Claudette,47,4.47,0,47,0,,10,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
11,GEMICI Mikael,53,5.04,0,53,0,,8,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
12,FONCOUX Claudine,27,2.57,0,27,0,,13,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
13,GRENIER Jérôme,31,2.95,0,31,0,,12,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
14,ROOSEN Marie-Paule,63,5.99,0,63,0,,5,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
15,PRÖS Pauline,106,10.08,0,106,0,,1,FARCIENNES,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_4.html
1,PIENS Valérie,77,53.1,-,-,-,-,,FARCIENNES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_10.html
2,POMPEO Mathieu,33,22.76,-,-,-,-,,FARCIENNES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_10.html
3,FERRIAN Monica,35,24.14,-,-,-,-,,FARCIENNES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_10.html
1,GEMICI Mohammet,58,31.35,-,-,-,-,,FARCIENNES,P.I.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_423.html
2,CHARLES Martha,14,7.57,-,-,-,-,,FARCIENNES,P.I.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_423.html
3,GEMICI Hasan,53,28.65,-,-,-,-,,FARCIENNES,P.I.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_423.html
4,BONCUKÇU Havva,17,9.19,-,-,-,-,,FARCIENNES,P.I.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_423.html
5,FLAMENT Marc,9,4.86,-,-,-,-,,FARCIENNES,P.I.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_423.html
6,BECHOUX Jeannine,7,3.78,-,-,-,-,,FARCIENNES,P.I.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_423.html
7,FRANÇOIS Charles,6,3.24,-,-,-,-,,FARCIENNES,P.I.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_423.html
8,LOUIS Maryse,21,11.35,-,-,-,-,,FARCIENNES,P.I.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52018_423.html
1,ERNEUX Françoise,390,13.87,134,524,26,1,,FAUVILLERS,SERVIR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_204.html
2,PONDANT Eric,351,12.49,26,377,0,2,,FAUVILLERS,SERVIR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_204.html
3,OTTE-BAJOLLE Jacqueline,243,8.64,0,243,0,,1,FAUVILLERS,SERVIR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_204.html
4,GRANDJENET Erwin,285,10.14,0,285,0,3,,FAUVILLERS,SERVIR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_204.html
5,LOUIS Sandrine,202,7.19,0,202,0,,5,FAUVILLERS,SERVIR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_204.html
6,GOFFIN Baudouin,249,8.86,0,249,0,5,,FAUVILLERS,SERVIR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_204.html
7,LALANDE Janique,187,6.65,0,187,0,,6,FAUVILLERS,SERVIR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_204.html
8,HENKINET Marc,210,7.47,0,210,0,,4,FAUVILLERS,SERVIR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_204.html
9,KNODEN Nadine,254,9.04,0,254,0,4,,FAUVILLERS,SERVIR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_204.html
10,PERRAD Christophe,211,7.51,0,211,0,,3,FAUVILLERS,SERVIR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_204.html
11,STAS Jean-Pierre,229,8.15,0,229,0,,2,FAUVILLERS,SERVIR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_204.html
1,STREPENNE Eric,462,14.39,226,688,47,1,,FAUVILLERS,HORIZON 2018,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_8.html
2,GEORGES SIRONVAL Myriame,294,9.16,47,341,0,3,,FAUVILLERS,HORIZON 2018,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_8.html
3,STILMANT Nicolas,521,16.23,0,521,0,2,,FAUVILLERS,HORIZON 2018,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_8.html
4,DE CLERCQ LOUIS Nadine,264,8.22,0,264,0,5,,FAUVILLERS,HORIZON 2018,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_8.html
5,CHETTER Geoffrey,336,10.46,0,336,0,4,,FAUVILLERS,HORIZON 2018,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_8.html
6,DETHIER Cécile,218,6.79,0,218,0,,3,FAUVILLERS,HORIZON 2018,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_8.html
7,GEORGES Jean-Philippe,263,8.19,0,263,0,6,,FAUVILLERS,HORIZON 2018,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_8.html
8,FLUZIN Sandy,228,7.1,0,228,0,,2,FAUVILLERS,HORIZON 2018,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_8.html
9,CHEVIGNE Daniel,209,6.51,0,209,0,,4,FAUVILLERS,HORIZON 2018,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_8.html
10,BOCKELER DIELS Isabelle,169,5.26,0,169,0,,5,FAUVILLERS,HORIZON 2018,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_8.html
11,GANGLER Christian,247,7.69,0,247,0,,1,FAUVILLERS,HORIZON 2018,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM82009_8.html
1,PIETTE Etienne,133,15.39,112,245,0,1,,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
2,DESSART Christine,65,7.52,0,65,0,,3,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
3,L'HOMME  Raphaël,74,8.56,0,74,0,,1,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
4,DURAY Marion,73,8.45,0,73,0,,2,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
5,GOEDSEELS Bernard,27,3.13,0,27,0,,15,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
6,FERGEAULT Muriel,27,3.13,0,27,0,,16,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
7,LEFEBVRE Louis,38,4.4,0,38,0,,6,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
8,KORNBLUM Christel,30,3.47,0,30,0,,13,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
9,VANSTEEGER Nicolas,34,3.94,0,34,0,,10,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
10,DE RYCKEL Cécile,32,3.7,0,32,0,,11,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
11,GILLET Domitien,35,4.05,0,35,0,,9,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
12,GENOT Bénédicte,38,4.4,0,38,0,,7,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
13,KATCHYNSKY Nicolas,19,2.2,0,19,0,,18,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
14,GUINDÉ Ghyslaine,32,3.7,0,32,0,,12,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
15,LATOUR Henri,30,3.47,0,30,0,,14,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
16,MAROT Monique,27,3.13,0,27,0,,17,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
17,BAEKE Christian,36,4.17,0,36,0,,8,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
18,TOTIN Nathalie,63,7.29,0,63,0,,4,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
19,DELNEUVILLE Jean-Baptiste,51,5.9,0,51,0,,5,FERNELMONT,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_9.html
1,HENQUET Laurent,420,9.73,360,780,0,1,,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
2,THITEUX Anne-Françoise,195,4.52,0,195,0,,6,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
3,BAUDOIN-LARUELLE Isabelle,273,6.33,0,273,0,,1,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
4,DUTILLEUX Bernard,240,5.56,0,240,0,,2,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
5,HOUBOTTE Louis,385,8.92,0,385,0,3,,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
6,MAHAUX-HENRARD Anne-Caroline,188,4.36,0,188,0,,7,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
7,FAUCON David,156,3.62,0,156,0,,11,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
8,JACQUET Laurence,165,3.82,0,165,0,,10,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
9,DE COCK Ludovic,136,3.15,0,136,0,,13,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
10,LINDEKENS-MARLOYE Brigitte,147,3.41,0,147,0,,12,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
11,ABS Robert,183,4.24,0,183,0,,8,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
12,WALRAVENS Hélène,203,4.7,0,203,0,,5,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
13,FONTAINE-RIGA Colette,215,4.98,0,215,0,,3,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
14,BLAMPAIN Marc,118,2.73,0,118,0,,15,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
15,WATRIN-SAVENBERG Véronique,132,3.06,0,132,0,,14,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
16,NANDRAIN Adeline,215,4.98,0,215,0,,4,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
17,COLIN-LAMBERT Nicole,166,3.85,0,166,0,,9,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
18,RENNOTTE Philippe,281,6.51,0,281,0,4,,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
19,TARGEZ Marc,497,11.52,0,497,0,2,,FERNELMONT,EPF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_247.html
1,NIHOUL Jean-Claude,1.715,18.76,1.255,2.970,656,1,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
2,JAVAUX Pascale,333,3.64,656,989,0,2,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
3,SELVAIS Charlotte,385,4.21,0,385,0,11,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
4,THYSE Benoît,653,7.14,0,653,0,4,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
5,FRANCART Tanguy,335,3.67,0,335,0,13,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
6,BEAUJEAN Gilles,241,2.64,0,241,0,,2,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
7,DEDECKER Annick,218,2.39,0,218,0,,3,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
8,ANGLICUS Brigitte,198,2.17,0,198,0,,4,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
9,COOLEN Joseph,242,2.65,0,242,0,,1,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
10,DETHIER Vincent,391,4.28,0,391,0,10,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
11,GRÉGOIRE Ludivine,379,4.15,0,379,0,12,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
12,HUBERTY Nicolas,307,3.36,0,307,0,14,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
13,HENROZ Régine,167,1.83,0,167,0,,5,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
14,BOURGEOIS Jean-Marie,650,7.11,0,650,0,6,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
15,PARADIS Anne,652,7.13,0,652,0,5,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
16,DELATTE Joseph,573,6.27,0,573,0,8,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
17,PLOMTEUX Christelle,579,6.33,0,579,0,7,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
18,DESPY Laurent,392,4.29,0,392,0,9,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
19,PIRLET Noëlla,730,7.99,0,730,0,3,,FERNELMONT,LDB,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92138_229.html
1,LÉONARD Frédéric,637,13.18,428,1.065,0,1,,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
2,BODSON-DUPONT Marianne,327,6.77,0,327,0,5,,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
3,BLAISE Lydia,359,7.43,0,359,0,4,,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
4,DEMONTY Jean-Marc,562,11.63,0,562,0,3,,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
5,CARPE-LECLERCQ Valérie,213,4.41,0,213,0,,4,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
6,LAMBOTTE Bernard,229,4.74,0,229,0,,3,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
7,MAQUINAY Sandrine,283,5.86,0,283,0,8,,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
8,LÉONARD Catherine,155,3.21,0,155,0,,6,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
9,RENARD Jean-Michel,296,6.13,0,296,0,7,,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
10,HALING-DAMBLON  Bénédikte,131,2.71,0,131,0,,7,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
11,LARDINOIS  Michel,281,5.82,0,281,0,,1,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
12,PALANGE  Laurie,192,3.97,0,192,0,,5,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
13,MARICHAL Pierre,311,6.44,0,311,0,6,,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
14,BOREUX Benoît,256,5.3,0,256,0,,2,FERRIÈRES,RpF,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61019_217.html
