place_liste,nom,voix,pourcent_liste,voix_devolues,voix_apres_devolution,voix_restantes,position_elu,position_suppleance,commune,parti,lien
10,DE BOE Alexis,144,2.41,0,144,0,,9,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
11,CRUNELLE Samantha,153,2.56,0,153,0,,8,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
12,PÉRILLEUX - SANCHEZ Hugo,291,4.88,0,291,0,4,,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
13,DERBAIX - BONAERT Babeth,131,2.2,0,131,0,,11,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
14,WALKER Karl-Heinz,91,1.53,0,91,0,,19,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
15,COUTURIER Sandrine,160,2.68,0,160,0,,7,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
16,LEJEUNE Charles,117,1.96,0,117,0,,13,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
17,MOUSSET Suzanne,128,2.15,0,128,0,,12,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
18,JANS Stéphane,96,1.61,0,96,0,,17,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
19,DEBERG Solange,96,1.61,0,96,0,,18,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
20,VERHULST François,113,1.89,0,113,0,,15,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
21,LIERNEUX Maryse,91,1.53,0,91,0,,20,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
22,VIDICK Nicolas,115,1.93,0,115,0,,14,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
23,van den BERG Joëlle,185,3.1,0,185,0,,4,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
24,LAHSSAINI Fouad,113,1.89,0,113,0,,16,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
25,VAN BELLINGHEN-LALOUX Claire,171,2.87,0,171,0,,6,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
26,VERMEYLEN Annemie,260,4.36,0,260,0,5,,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
27,DELEUZE Olivier,1.264,21.19,0,1.264,0,2,,WATERMAEL-BOITSFORT,ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
1,LEISTERH David,511,15.68,906,1.417,26,1,,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
2,TIEMBE NGONZE Mady,117,3.59,26,143,0,,1,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
3,CISEY Jean-Manuel,178,5.46,0,178,0,3,,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
4,BROZE Gauthier,123,3.77,0,123,0,,5,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
5,BAZAN Ana,108,3.31,0,108,0,,9,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
6,NOEL DE BURLIN Brieuc,174,5.34,0,174,0,,2,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
7,PAGNOUL Christel,120,3.68,0,120,0,,7,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
8,DUFOUR Viviane,103,3.16,0,103,0,,11,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
9,HEYMANS Charles,66,2.03,0,66,0,,18,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
10,BLOYAERT Michel,83,2.55,0,83,0,,16,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
11,DE LEEUW Gabriella,81,2.49,0,81,0,,17,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
12,NOEL DE BURLIN Géraldine,125,3.84,0,125,0,,4,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
13,VAN DER BRUGGEN Cédric,122,3.74,0,122,0,,6,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
14,STEIN Ariane,172,5.28,0,172,0,,3,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
15,DE MOT Bénédicte,98,3.01,0,98,0,,12,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
16,DEBLOMME Robin,59,1.81,0,59,0,,21,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
17,SUBTIL Nicolas,43,1.32,0,43,0,,24,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
18,GRISARD Anne,52,1.6,0,52,0,,22,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
19,PARISSIS Vincent,109,3.34,0,109,0,,8,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
20,BAKKALI   Khadija,50,1.53,0,50,0,,23,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
21,TE KOLSTE Georges,61,1.87,0,61,0,,20,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
22,BOTTERMAN Debora,64,1.96,0,64,0,,19,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
23,VERULPEN Serge,86,2.64,0,86,0,,15,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
24,HORSTERMANS Viviane,106,3.25,0,106,0,,10,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
25,LEFEBVRE Guy,93,2.85,0,93,0,,13,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
26,VANDER SMISSEN Josiane,92,2.82,0,92,0,,14,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
27,STIENLET José,263,8.07,0,263,0,2,,WATERMAEL-BOITSFORT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
1,KUTENDAKANA Michel,195,10.45,397,592,0,1,,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
2,MASURE Ariane,139,7.45,0,139,0,,1,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
3,DEVILLE Frédéric,85,4.56,0,85,0,,3,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
4,RYSMAN - GUILLERME Michèle,41,2.2,0,41,0,,20,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
5,VANDENBERGHE Philippe,63,3.38,0,63,0,,12,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
6,AL-SAABY DARWISH Noëlle,46,2.47,0,46,0,,17,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
7,HAVELANGE Paul,66,3.54,0,66,0,,11,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
8,COOLEN Hilde,82,4.39,0,82,0,,4,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
9,DRAKIDIS Theo,67,3.59,0,67,0,,10,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
10,GOSSELIN Hélène,72,3.86,0,72,0,,9,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
11,GOSSELIN Louis,43,2.3,0,43,0,,18,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
12,DENYS - WIJSMULLER Karin,58,3.11,0,58,0,,13,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
13,HANUS Raymond,35,1.88,0,35,0,,22,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
14,CARON Viviane,76,4.07,0,76,0,,6,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
15,BERTRAND Jos,175,9.38,0,175,0,2,,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
16,PEETERS Anne,73,3.91,0,73,0,,7,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
17,ROMMENS Pierre,27,1.45,0,27,0,,23,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
18,RABAU Muriel,37,1.98,0,37,0,,21,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
19,le GARROY Thomas,50,2.68,0,50,0,,16,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
20,POLET Mia,73,3.91,0,73,0,,8,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
21,VANDENBORRE Daniel,21,1.13,0,21,0,,25,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
22,AKOGUTETA Alphonsine,43,2.3,0,43,0,,19,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
23,BIESEMANS Sam,89,4.77,0,89,0,,2,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
24,DENIS Rolande,24,1.29,0,24,0,,24,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
25,MOUREAUX Jean,56,3,0,56,0,,14,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
26,HUBERT Pauline,51,2.73,0,51,0,,15,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
27,DELCARTE Pierre,79,4.23,0,79,0,,5,WATERMAEL-BOITSFORT,PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
1,WIARD Alain,824,14.09,788,1.612,0,1,,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
2,van HECKE Cécile,474,8.1,0,474,0,3,,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
3,COBBAERT André,272,4.65,0,272,0,,1,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
4,de FAUCONVAL Guillebert,328,5.61,0,328,0,4,,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
5,HARIGA Jean-Claude,327,5.59,0,327,0,5,,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
6,HAYOIS Quentin,174,2.97,0,174,0,,9,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
7,TWIZERIMANA Eugénie,143,2.44,0,143,0,,11,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
8,BEDIN - KEMPENEERS Jeannine,189,3.23,0,189,0,,7,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
9,MORAUX Dominique,67,1.15,0,67,0,,22,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
10,VANDERNOOT Nicolas,109,1.86,0,109,0,,17,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
11,JAMOTTE Emilie,190,3.25,0,190,0,,6,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
12,MALHERBE Alexis,114,1.95,0,114,0,,15,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
13,de SAINT-MARCQ Alexandre,165,2.82,0,165,0,,10,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
14,DE TROCH - MOVIO Yvonne,183,3.13,0,183,0,,8,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
15,POSCHET Joris,213,3.64,0,213,0,,4,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
16,MAEKELBERGH - MASSART Marianne,208,3.56,0,208,0,,5,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
17,HANNESSE Daphné,101,1.73,0,101,0,,19,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
18,DE BOEVER Michel,102,1.74,0,102,0,,18,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
19,RAES - LECOMTE Evelyne,78,1.33,0,78,0,,21,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
20,DEWANDELER Daniel,94,1.61,0,94,0,,20,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
21,SOENS Hilde,136,2.32,0,136,0,,12,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
22,MOENS de HASE - DOPCHIE Carole,112,1.91,0,112,0,,16,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
23,de FAUCONVAL Marie,215,3.68,0,215,0,,3,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
24,de LE HOYE Jean-François,130,2.22,0,130,0,,13,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
25,PONCHON Christine,130,2.22,0,130,0,,14,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
26,MAEKELBERGH Roland,230,3.93,0,230,0,,2,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
27,VERBEKE Jan,542,9.26,0,542,0,2,,WATERMAEL-BOITSFORT,GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
1,DELEN Diane,92,15.38,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
2,RAPETTI Jacques,54,9.03,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
3,VANDENBOSSCHE Jacqueline,18,3.01,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
4,BEVERNAGE Philippe,28,4.68,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
5,VANHAMME Josiane,37,6.19,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
6,VANDERZANDE Al,27,4.52,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
7,PERRENOUD Monique,11,1.84,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
8,SAUVAGE Thierry,13,2.17,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
9,MATAGNE Florence,18,3.01,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
10,VAN DYCKE Christian,14,2.34,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
11,LEYSSENS Marie - Claire,14,2.34,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
12,HUYGENS Jacques,11,1.84,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
13,MICHAUX Rita,20,3.34,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
14,HENNEBERT Claude,12,2.01,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
15,SWAELENS Carine,22,3.68,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
16,VAN HAMME Cedric,9,1.51,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
17,COLLIN Denise,9,1.51,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
18,BOLLEYN Jozef,17,2.84,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
19,VANHAMME Françoise,15,2.51,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
20,ZIMMER Hugues,15,2.51,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
21,COPS Marie Françoise,10,1.67,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
22,SERLIPPENS Marcel,16,2.68,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
23,HOTON Carmen,11,1.84,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
24,DEBUCK Bernard,11,1.84,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
25,DEFACQ Karin,19,3.18,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
26,FALLIER Frédéric,35,5.85,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
27,HENROTIN Jimmy,40,6.69,-,-,-,-,,WATERMAEL-BOITSFORT,UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
1,LADEUZE Aurore,89,70.63,-,-,-,-,,WATERMAEL-BOITSFORT,CJV,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_169.html
2,MEURON Olivier,37,29.37,-,-,-,-,,WATERMAEL-BOITSFORT,CJV,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_169.html
1,VAN GOIDSENHOVEN-BOLLE Julie,869,12.45,2.432,3.301,952,1,,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
2,VANDERWAEREN Pierre,257,3.68,952,1.209,0,2,,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
3,VERHAEGHE Laurence,211,3.02,0,211,0,,1,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
4,GEELHAND Philippe,321,4.6,0,321,0,5,,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
5,RIABICHEFF Nathalie,145,2.08,0,145,0,,2,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
6,de HARENNE Henry,285,4.08,0,285,0,6,,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
7,PANS Amélie,190,2.72,0,190,0,,5,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
8,HAUBEN Alexandre,95,1.36,0,95,0,,28,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
9,DE MEULENAERE Claudine,128,1.83,0,128,0,,13,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
10,DEROUBAIX Emmanuel,327,4.68,0,327,0,4,,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
11,GAUDISSART Claire,184,2.64,0,184,0,,6,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
12,PEETERS Christian,140,2.01,0,140,0,,11,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
13,de MEEUS d'ARGENTEUIL Chantal,198,2.84,0,198,0,,3,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
14,DUMONCEAU Geoffroy,175,2.51,0,175,0,,8,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
15,JACOB Manon,125,1.79,0,125,0,,14,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
16,POLI Marco,89,1.27,0,89,0,,30,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
17,SMIDTS Céline,107,1.53,0,107,0,,23,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
18,VANEBERG Mike,160,2.29,0,160,0,,9,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
19,SWYSEN Laura,121,1.73,0,121,0,,16,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
20,THEYS Alexandre,116,1.66,0,116,0,,19,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
21,KABAGABO Yves,121,1.73,0,121,0,,17,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
22,MARINO MEGANCK Melody,195,2.79,0,195,0,,4,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
23,WYNS Thierry,101,1.45,0,101,0,,24,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
24,de HEINZELIN  Mahaut,96,1.37,0,96,0,,26,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
25,ANGELIS Dimitri,116,1.66,0,116,0,,20,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
26,MUNIER Jérôme,138,1.98,0,138,0,,12,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
27,MASSET Françoise,113,1.62,0,113,0,,22,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
28,HARTOG Eddy,180,2.58,0,180,0,,7,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
29,PETRILLI Nicole,117,1.68,0,117,0,,18,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
30,de LAME Antoine,143,2.05,0,143,0,,10,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
31,N'GBO-N'GBO Julie,98,1.4,0,98,0,,25,WOLUWE-SAINT-LAMBERT,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21018_172.html
