place_liste,nom,voix,pourcent_liste,position_elu,elu,place_positionelu,commune,NIS/INS code,Province,parti,liste,lien
22,VIDICK Nicolas,115,1.93,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,ECOLO-GROEN,WATERMAEL-BOITSFORT/ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
23,van den BERG Joëlle,185,3.1,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,ECOLO-GROEN,WATERMAEL-BOITSFORT/ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
24,LAHSSAINI Fouad,113,1.89,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,ECOLO-GROEN,WATERMAEL-BOITSFORT/ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
25,VAN BELLINGHEN-LALOUX Claire,171,2.87,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,ECOLO-GROEN,WATERMAEL-BOITSFORT/ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
26,VERMEYLEN Annemie,260,4.36,5,oui,21,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,ECOLO-GROEN,WATERMAEL-BOITSFORT/ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
27,DELEUZE Olivier,1.264,21.19,2,oui,25,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,ECOLO-GROEN,WATERMAEL-BOITSFORT/ECOLO - GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_128.html
1,LEISTERH David,511,15.68,1,oui,0,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
2,TIEMBE NGONZE Mady,117,3.59,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
3,CISEY Jean-Manuel,178,5.46,3,oui,0,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
4,BROZE Gauthier,123,3.77,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
5,BAZAN Ana,108,3.31,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
6,NOEL DE BURLIN Brieuc,174,5.34,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
7,PAGNOUL Christel,120,3.68,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
8,DUFOUR Viviane,103,3.16,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
9,HEYMANS Charles,66,2.03,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
10,BLOYAERT Michel,83,2.55,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
11,DE LEEUW Gabriella,81,2.49,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
12,NOEL DE BURLIN Géraldine,125,3.84,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
13,VAN DER BRUGGEN Cédric,122,3.74,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
14,STEIN Ariane,172,5.28,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
15,DE MOT Bénédicte,98,3.01,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
16,DEBLOMME Robin,59,1.81,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
17,SUBTIL Nicolas,43,1.32,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
18,GRISARD Anne,52,1.6,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
19,PARISSIS Vincent,109,3.34,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
20,BAKKALI   Khadija,50,1.53,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
21,TE KOLSTE Georges,61,1.87,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
22,BOTTERMAN Debora,64,1.96,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
23,VERULPEN Serge,86,2.64,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
24,HORSTERMANS Viviane,106,3.25,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
25,LEFEBVRE Guy,93,2.85,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
26,VANDER SMISSEN Josiane,92,2.82,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
27,STIENLET José,263,8.07,2,oui,25,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,MR,WATERMAEL-BOITSFORT/MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_172.html
1,KUTENDAKANA Michel,195,10.45,1,oui,0,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
2,MASURE Ariane,139,7.45,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
3,DEVILLE Frédéric,85,4.56,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
4,RYSMAN - GUILLERME Michèle,41,2.2,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
5,VANDENBERGHE Philippe,63,3.38,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
6,AL-SAABY DARWISH Noëlle,46,2.47,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
7,HAVELANGE Paul,66,3.54,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
8,COOLEN Hilde,82,4.39,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
9,DRAKIDIS Theo,67,3.59,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
10,GOSSELIN Hélène,72,3.86,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
11,GOSSELIN Louis,43,2.3,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
12,DENYS - WIJSMULLER Karin,58,3.11,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
13,HANUS Raymond,35,1.88,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
14,CARON Viviane,76,4.07,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
15,BERTRAND Jos,175,9.38,2,oui,13,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
16,PEETERS Anne,73,3.91,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
17,ROMMENS Pierre,27,1.45,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
18,RABAU Muriel,37,1.98,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
19,le GARROY Thomas,50,2.68,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
20,POLET Mia,73,3.91,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
21,VANDENBORRE Daniel,21,1.13,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
22,AKOGUTETA Alphonsine,43,2.3,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
23,BIESEMANS Sam,89,4.77,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
24,DENIS Rolande,24,1.29,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
25,MOUREAUX Jean,56,3,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
26,HUBERT Pauline,51,2.73,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
27,DELCARTE Pierre,79,4.23,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,PS,WATERMAEL-BOITSFORT/PS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_132.html
1,WIARD Alain,824,14.09,1,oui,0,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
2,van HECKE Cécile,474,8.1,3,oui,-1,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
3,COBBAERT André,272,4.65,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
4,de FAUCONVAL Guillebert,328,5.61,4,oui,0,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
5,HARIGA Jean-Claude,327,5.59,5,oui,0,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
6,HAYOIS Quentin,174,2.97,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
7,TWIZERIMANA Eugénie,143,2.44,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
8,BEDIN - KEMPENEERS Jeannine,189,3.23,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
9,MORAUX Dominique,67,1.15,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
10,VANDERNOOT Nicolas,109,1.86,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
11,JAMOTTE Emilie,190,3.25,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
12,MALHERBE Alexis,114,1.95,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
13,de SAINT-MARCQ Alexandre,165,2.82,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
14,DE TROCH - MOVIO Yvonne,183,3.13,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
15,POSCHET Joris,213,3.64,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
16,MAEKELBERGH - MASSART Marianne,208,3.56,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
17,HANNESSE Daphné,101,1.73,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
18,DE BOEVER Michel,102,1.74,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
19,RAES - LECOMTE Evelyne,78,1.33,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
20,DEWANDELER Daniel,94,1.61,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
21,SOENS Hilde,136,2.32,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
22,MOENS de HASE - DOPCHIE Carole,112,1.91,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
23,de FAUCONVAL Marie,215,3.68,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
24,de LE HOYE Jean-François,130,2.22,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
25,PONCHON Christine,130,2.22,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
26,MAEKELBERGH Roland,230,3.93,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
27,VERBEKE Jan,542,9.26,2,oui,25,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,GMH,WATERMAEL-BOITSFORT/GMH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_130.html
1,DELEN Diane,92,15.38,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
2,RAPETTI Jacques,54,9.03,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
3,VANDENBOSSCHE Jacqueline,18,3.01,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
4,BEVERNAGE Philippe,28,4.68,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
5,VANHAMME Josiane,37,6.19,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
6,VANDERZANDE Al,27,4.52,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
7,PERRENOUD Monique,11,1.84,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
8,SAUVAGE Thierry,13,2.17,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
9,MATAGNE Florence,18,3.01,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
10,VAN DYCKE Christian,14,2.34,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
11,LEYSSENS Marie - Claire,14,2.34,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
12,HUYGENS Jacques,11,1.84,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
13,MICHAUX Rita,20,3.34,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
14,HENNEBERT Claude,12,2.01,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
15,SWAELENS Carine,22,3.68,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
16,VAN HAMME Cedric,9,1.51,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
17,COLLIN Denise,9,1.51,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
18,BOLLEYN Jozef,17,2.84,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
19,VANHAMME Françoise,15,2.51,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
20,ZIMMER Hugues,15,2.51,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
21,COPS Marie Françoise,10,1.67,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
22,SERLIPPENS Marcel,16,2.68,,non,,Watermael-Boitsfort / Watermaal-Bosvoorde,21017,Bruxelles-Capitale,UniBelgium,WATERMAEL-BOITSFORT/UniBelgium,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21017_133.html
