region,﻿Nr.,Titulaires,Votes,position_elu,elu,commune,code_ins_commune,parti,liste,lien
Wallonie,15,JAOUADI Samir,19,,non,Chapelle-lez-Herlaimont,52010,AC,Chapelle-lez-Herlaimont-AC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=151
Wallonie,16,MANGIONE Salvatrice,39,,non,Chapelle-lez-Herlaimont,52010,AC,Chapelle-lez-Herlaimont-AC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=151
Wallonie,17,MEUNIER Jean-Pierre,26,,non,Chapelle-lez-Herlaimont,52010,AC,Chapelle-lez-Herlaimont-AC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=151
Wallonie,18,VERCAEMERT Chantal,32,,non,Chapelle-lez-Herlaimont,52010,AC,Chapelle-lez-Herlaimont-AC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=151
Wallonie,19,PAVANELLO Angelo,29,,non,Chapelle-lez-Herlaimont,52010,AC,Chapelle-lez-Herlaimont-AC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=151
Wallonie,20,DOCQUIER Lydia,28,,non,Chapelle-lez-Herlaimont,52010,AC,Chapelle-lez-Herlaimont-AC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=151
Wallonie,21,VAN TIELEN Marc,31,,non,Chapelle-lez-Herlaimont,52010,AC,Chapelle-lez-Herlaimont-AC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=151
Wallonie,22,LACHAPELLE Caroline,51,,non,Chapelle-lez-Herlaimont,52010,AC,Chapelle-lez-Herlaimont-AC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=151
Wallonie,23,BOUCHEZ Jean-Marc,65,,non,Chapelle-lez-Herlaimont,52010,AC,Chapelle-lez-Herlaimont-AC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=151
Wallonie,1,BERTOLIN Cinzia,342,1,oui,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,2,BOURGEOIS Jean-Marie,302,2,oui,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,3,PIETTE - PLANCQUEEL Emilie,108,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,4,CARNOLI Julien,173,4,oui,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,5,GUZOWICZ Isabelle,82,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,6,LAMBERT Benoit,78,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,7,CAPELLEMAN - PÉCRIAUX Monique,73,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,8,QUENON Pascal,54,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,9,LUCKX Jacqueline,75,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,10,CROUSSE Eric,105,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,11,BEGON Magali,102,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,12,ADDARIO Gabriel,77,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,13,FEO Amorina,64,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,14,COGELS Philippe,43,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,15,VERCRUYSSE Eléonore,69,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,16,LATINIES Arnaud,61,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,17,STILMANT Monique,53,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,18,DELIÈGE Anthony,73,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,19,MEMMO Anna,60,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,20,WATELET Jean-Claude,49,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,21,THILLAYE du BOULLAY Yolande,39,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,22,CARBONETTA Steve,52,,non,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,23,GOULARD - BOURGEOIS Christiane,253,3,oui,Chapelle-lez-Herlaimont,52010,Go ! Chapelle,Chapelle-lez-Herlaimont-Go ! Chapelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52010&party=394
Wallonie,1,DEVILERS Cyprien,2709,1,oui,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,2,CENCIG Ornella,1153,3,oui,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,3,TZANETATOS Nicolas,910,4,oui,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,4,CHOËL Manon,537,5,oui,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,5,PAQUET Julien,479,6,oui,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,6,DEVILERS Fabienne,477,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,7,BUYLE Benjamin,420,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,8,DEHAN Laetitia,463,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,9,TUTTOLOMONDO Jean-Louis,466,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,10,LACHAPELLE Frédérique,374,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,11,CLOSE Clément,378,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,12,MOULIN Romane,211,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,13,DELOBBE Fabian,215,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,14,SELASSI Anisa,184,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,15,AMORINI Luciano,204,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,16,FRANCOIS Audrey,464,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,17,DI PLACIDO Levino,181,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,18,MARIN Bénédicte,251,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,19,MARLIER Cyril,205,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,20,MAYENCE Melanie,244,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,21,SALMON Sandy,314,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,22,DELIEGE Maleka,121,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,23,HUPEZ Georges,116,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,24,CANER Esma,238,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,25,PETRUCCI Luca,165,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,26,LIXON Virginia,123,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,27,SICILIANO Julien,179,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,28,GRÉGOIRE Lisiane,125,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,29,WATTELAR Eric,202,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,30,ALBAKTEMUR Gülten,427,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,31,BURTON Erwin,225,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,32,BOUDAUX Jennifer,130,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,33,KIELEMOES Laurent,158,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,34,JAROS Barbara,158,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,35,JACQUOT Valéry,212,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,36,PAVOT Martine,128,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,37,SOREL François,206,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,38,LECLERCQ Lisiane,136,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,39,PONTILLO Cosimo,123,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,40,ONSVAL Sandy,154,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,41,TOURNAY Gérard,121,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,42,ATTOUT Aurélie,202,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,43,CURNEL Roger,155,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,44,PICCOT Danielle,157,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,45,FINET Jean,203,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,46,TREVISAN Alida,131,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,47,VOISIN Raymond,195,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,48,BRIHAY Martine,134,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,49,DEVAUX Olivier,194,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,50,MOUVET Jacqueline,149,,non,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,51,CHASTEL Olivier,1542,2,oui,Charleroi,52011,MR,Charleroi-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=5
Wallonie,1,DESGAIN Xavier,1481,1,oui,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,2,LORENT Stéphanie,598,2,oui,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,3,DARDENNE Pierre-Philippe,292,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,4,PETIT Evelyne,411,3,oui,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,5,DEBROUX Benjamin,328,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,6,IHIRROU Zaïna,260,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,7,LECHAT Julien,255,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,8,GAILLY Marie-Anne,280,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,9,KADDOUR DJEBBAR Younesse,152,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,10,BLONDIAUX Valérie,207,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,11,TIATI-à-BISCENE Janvier,218,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,12,OKBA Saïda,183,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,13,WATHY Robert,142,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,14,VAN NUFFEL Jessica,222,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,15,VAN NUFFEL Yannik,119,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,16,KOWAL Laura,175,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,17,HAUVARLET Julien,102,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,18,VANWING Caroline,141,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,19,DE LAET Bruno,172,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,20,SLAGMEULDER Véronique,162,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,21,FONTAINE Gilles,96,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,22,FERRAH Nawal,137,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,23,EEKLAER Gilbert,83,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,24,SPREUTEL Marie-Jeanne,137,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,25,GUMUS Mehmet,111,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,26,HAINAUT Marion,140,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,27,UBERTALLI Joseph,79,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,28,KIEVITS Eveline,134,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,29,ANCIAUX Georgy,73,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,30,MOREAU Nathalie,136,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,31,HOORNAERT Jean-Marie,72,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,32,VITALE Flore,120,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,33,KOWAL Jean-Pierre,71,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,34,SCHERPEREEL Corine,102,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,35,SOMBREFFE Jean-Christian,109,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,36,PIERSON Valérie,124,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,37,GAUTHIER Nicolas,100,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,38,MACHTELINCKX Florence,118,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,39,GEREIN Eric,67,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,40,BUABUA Solange,112,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,41,MARTELLOZZO Vittorio,82,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,42,VANSTEENBERGE Natacha,109,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,43,CIMINO Luca,203,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,44,MEMMA Florence,112,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,45,LUNARI Emmanuel,76,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,46,LEBRUN Mélissa,120,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,47,DESGAIN Basile,195,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,48,MAIRESSE Geneviève,147,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,49,LEFÈVRE François,142,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,50,LEFIN Jacqueline,140,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,51,PARMENTIER Luc,359,,non,Charleroi,52011,ECOLO,Charleroi-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=6
Wallonie,1,MAGNETTE Paul,22475,1,oui,Charleroi,52011,PS,Charleroi-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=8
Wallonie,2,DASPREMONT Françoise,2392,4,oui,Charleroi,52011,PS,Charleroi-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=8
Wallonie,3,VAN CAUWENBERGHE Philippe,3236,3,oui,Charleroi,52011,PS,Charleroi-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=8
Wallonie,4,PATTE Julie,3775,2,oui,Charleroi,52011,PS,Charleroi-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=8
Wallonie,5,BEGHIN Serge,2269,5,oui,Charleroi,52011,PS,Charleroi-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=8
Wallonie,6,MANOUVRIER Line,693,23,oui,Charleroi,52011,PS,Charleroi-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=8
Wallonie,7,DOGRU Mahmut,2225,6,oui,Charleroi,52011,PS,Charleroi-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=8
Wallonie,8,JANDRAIN Babette,1650,7,oui,Charleroi,52011,PS,Charleroi-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52011&party=8
