Nr.,nom,voix,elu,commune,parti,lien
4,IDRISSI Mohammed,244,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
5,OUTFERDINE Arachida,147,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
6,ORLANDO Filippo,250,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
7,FRIDRICH Patricia,216,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
8,BOONEN Jonas,177,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
9,SERBRUYNS Nadine,234,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
10,GOVERS Luc,132,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
11,CHATZIDIMITRIOU Nathalie,178,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
12,SATTI Abdelkader,146,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
13,MAES Anaïs,177,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
14,OUASSAÏDÏ Ahmed,112,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
15,MATEI Oana,138,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
16,LAMGHEBECH Abdelillah,117,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
17,NOUAR Yousra,156,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
18,KASMI M'Hamed,120,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
19,CROONENBERGHS Annelies,175,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
20,PAPAGNI Alessio,137,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
21,EL OUAKILI Fadoua,143,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
22,SENNESAEL Thomas,115,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
23,GOOSSENS Elke,149,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
24,ALIBERTI Alfonso,137,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
25,FELDMANN Theresia,139,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
26,DE RECHTER Rudi,117,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
27,HADVIGER Tara,116,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
28,BRAY Jeremy,134,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
29,BLEYS Suzy,176,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
30,VERHAEGHE Dries,173,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
31,WOUTERS Ann,167,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
32,ALLEGREZZA Christoffer,102,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
33,NOTELAERS Winny,149,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
34,DIRKX Jules,159,,Anderlecht,Change.Brussels,http://bru2018.brussels/fr/results/municipalities/6074/lists/234.html
1,SOTH Radoslav,100,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
2,CLAESSENS Rachel,66,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
3,BEN AMMAR Raouf,58,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
4,DEMIN Maria,67,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
5,PARETE Quentin,70,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
6,LUMIA Caroline,67,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
7,GRABINSZKY Alexis,60,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
8,NEIRYNCK Ann-Joëlle,69,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
9,UMUKUNZI Elie,101,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
10,LETECHEUR Annick,65,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
11,JAMINON Fabrice,50,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
12,THIEL Alice,54,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
13,FLIBUSTIER Vincent,86,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
14,VINCENT Nathalie,62,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
15,AHMED MOHAMED Yakoub,50,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
16,BOUCHAL Nora,55,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
17,DE ARMAS FERNANDEZ Erick,48,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
18,ORTEGAT Charlotte,57,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
19,DEVOS Michel,53,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
20,FRANCOIS Aziza,48,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
21,CAMBIER Julien,55,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
22,ANEDDAM Fatima,54,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
23,BALCERS Youri,43,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
24,Sum Angrosa,59,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
25,FALLA Olivier,53,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
26,LAAFARE Amina,57,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
27,BORSU Xavier,54,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
28,NGOMBA MILAMBO,48,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
29,DOVIFAT Bruno,49,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
30,KAPEMA Marie-Christine,51,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
31,CARPENTIER DE CHANGY Maxime,53,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
32,PANIER Jenny,48,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
33,DENO Ivan,43,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
34,DESMEDT Laura,63,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
35,HANSSENS Dorian,58,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
36,TORDOIR Isabelle,60,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
37,De Backer Toby,47,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
38,VANDERVAEREN Liliane,52,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
39,PATIGNY Vincent,54,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
40,LANGELET Océane,57,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
41,KIELBAEY Philippe,53,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
42,JANSSEN Valerie,63,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
43,THIRION Pierre,46,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
44,SPLETINCX Rose,52,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
45,VAN GYZEGEM Jean-Pierre,54,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
46,Berwa Marie-France,59,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
47,LANGELET René,48,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
48,MINISCLOUX Josiane,51,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
49,WATTECAMPS Etienne,73,,Anderlecht,PLAN B,http://bru2018.brussels/fr/results/municipalities/6074/lists/220.html
1,CHERCHI Mariapaola,100,,Anderlecht,CITOYEN D'EUROPE M3E,http://bru2018.brussels/fr/results/municipalities/6074/lists/87.html
2,DENS Alain,64,,Anderlecht,CITOYEN D'EUROPE M3E,http://bru2018.brussels/fr/results/municipalities/6074/lists/87.html
1,BAKKALI TAHIRI Abdelhay,766,,Anderlecht,ISLAM,http://bru2018.brussels/fr/results/municipalities/6074/lists/248.html
2,BAKKALI TAHIRI Soukeynah,399,,Anderlecht,ISLAM,http://bru2018.brussels/fr/results/municipalities/6074/lists/248.html
1,ZYLBERSZTAJN Michel,142,,Anderlecht,LA DROITE,http://bru2018.brussels/fr/results/municipalities/6074/lists/227.html
2,MARMET Monique,94,,Anderlecht,LA DROITE,http://bru2018.brussels/fr/results/municipalities/6074/lists/227.html
3,PASSELEUR Michel,59,,Anderlecht,LA DROITE,http://bru2018.brussels/fr/results/municipalities/6074/lists/227.html
4,MOHUA FERDOUS Keya,27,,Anderlecht,LA DROITE,http://bru2018.brussels/fr/results/municipalities/6074/lists/227.html
5,FRAITEUR Henry,72,,Anderlecht,LA DROITE,http://bru2018.brussels/fr/results/municipalities/6074/lists/227.html
1,DARDENNE Michel,216,,Anderlecht,SALEM,http://bru2018.brussels/fr/results/municipalities/6074/lists/262.html
2,BELMOKHTAR Halima,122,,Anderlecht,SALEM,http://bru2018.brussels/fr/results/municipalities/6074/lists/262.html
3,YOUKAJ Mounir,107,,Anderlecht,SALEM,http://bru2018.brussels/fr/results/municipalities/6074/lists/262.html
1,Gerard Damien,510,1,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
2,Bataille Louise-Marie,345,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
3,Marlière François,168,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
4,Shipkova Reneta,156,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
5,Aghasaryan Narek,188,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
6,Yaramba Janvière,111,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
7,Charlier Albert,88,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
8,Jacquemard Stéphanie,88,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
9,Gollier Jean-Marc,147,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
10,Lavorel Coline,122,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
11,Hechtermans Pierre,45,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
12,Kabatu Laurence,80,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
13,de Dorlodot Pierre-Charles,129,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
14,Hinderyckx Pascale,46,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
15,Coppens Nicolas,64,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
16,Crapez-Nisot Arlette,48,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
17,Lejeune Jo,45,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
18,Plaetens Huguette,51,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
19,de Liedekerke Laurent,224,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
20,Vasconcelos Martha,62,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
21,Depreter Mathieu,74,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
22,Jacques Monique,51,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
23,Apostol Marian,46,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
24,Franckx Christine,46,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
25,Richard Hugues,31,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
26,Fierens Kristin,62,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
27,Wynants Albert,54,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
28,Anciaux Danièle,51,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
29,Gourdinne Paul,64,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
30,Monjoie Anne,68,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
31,Timmermans Hugues,47,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
32,van Zuylen-d'Oultremont Charlotte,103,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
33,Traversa Edoardo,206,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
34,De Henau-Mikolajczak Corinne,173,,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
35,du Bus André,430,2,Anderlecht,Alternative CDH,http://bru2018.brussels/fr/results/municipalities/6075/lists/164.html
1,Jellema Rik,941,1,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
2,Servais Marilou,637,2,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
3,Sheikh Hassan Karim,838,3,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
4,de Halleux Françoise,629,4,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
5,Cocle Gauthier,308,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
6,de Campos Barbara,479,7,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
7,Debroux Jean-Luc,205,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
8,Van Malleghem Françoise,468,8,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
9,van der Knaap Dennis,255,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
10,Kaminska Joanna,426,10,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
11,Santini Nicola,220,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
12,Hoggenmüller Corinna,371,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
13,Denuit François,305,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
14,Petit Audrey,485,6,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
15,Bulumac Cristian,166,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
16,Duvosquel Françoise,341,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
17,Pierroux Christophe,170,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
18,Araujo Miño Vanessa,389,11,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
19,Müller Hannes,216,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
20,Joway Caroline,532,5,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
21,Vanderbeck David,161,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
22,Tio Isa,328,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
23,Wegerdt Patrick,146,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
24,Buysse Kristel,325,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
25,Deleixhe Thibault,222,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
26,Bucz Júlia,350,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
27,Bonus Alain,314,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
28,Da Silva Barbosa Regina,320,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
29,Vanden Boer Pieterjan,252,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
30,Mercouri Virginia,318,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
31,Reynaert Robby,178,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
32,Mouneimné Van Roeyen Tina,299,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
33,Timmermans Philippe,185,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
34,Sohier Elien,376,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
35,Biauce Vincent,448,9,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6075/lists/31.html
1,Gasia Christophe,390,1,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
2,Mandaila Gisèle,315,2,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
3,Mommer Thierry,171,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
4,Hoskens Monique,87,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
5,Timmermans Xavier,124,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
6,Timmermans-Bourgoignie Liliane,109,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
7,Lestanguet François,67,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
8,Leclaire Nathalie,136,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
9,De Becker Jonathan,91,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
10,Schattens Elisabeth,67,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
11,Van Houtte Gabriel,53,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
12,Demey Mireille,96,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
13,Nekaka Hervé,67,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
14,Debo Christiane,68,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
15,Sneyers Philippe,58,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
16,Hernalsteen Rachel,59,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
17,Lemaire Jean-Sébastien,86,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
18,Borkowska Ewa,94,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
19,Yousfi Mohamed,114,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
20,Attolode Marie-Jeanne,72,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
21,Lambié Daniel,52,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
22,Thibaut Pascale,69,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
23,Vandenberghe Eric,69,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
24,Ngoko Wembe Solange,99,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
25,Fliou Smail,66,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
26,Impens Nathalie,72,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
27,Dellicour Olivier,56,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
28,De Jode-Van Wynsberghe Béatrice,62,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
29,Nucciotti Enzo,40,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
30,Baltus Benedicte,72,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
31,Van Laethem Luc,82,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
32,Hennau Christelle,70,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
33,Vigues Jean-Michel,50,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
34,Ekanze Régine,87,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
35,Carton de Wiart Françoise,216,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6075/lists/73.html
1,Madrane Rachid,770,1,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
2,Njomgang Fonkeu Colette,447,3,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
3,Rigaux Lucien,271,4,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
4,Martins Gistelinck Myriam,253,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
5,Buyani Ilungu John,187,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
6,Ehsani Tayebeh,112,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
7,Bource Frédéric,111,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
8,Gondard Cécilia,102,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
9,Kourdoussi Mourad,167,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
10,Sanchez Prieto Irène,122,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
11,Prick Jean-Claude,80,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
12,Kowalska Magdalena,84,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
13,André Marcel,66,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
14,Parthie Sandra,93,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
15,Cuisinier Patrick,126,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
16,Jordan Josette,65,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
17,Vanborm Hicham,112,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
18,Kamali Ronâk,64,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
19,Moktar Zacharia,476,2,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
20,Maršnjak Rebeka,62,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
21,Moreno-Moore Thomas,59,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
22,Báez Lechuga Isabel,66,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
23,Fitch Keir,57,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
24,De Matos Pinto Inês,76,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
25,De Coninck Stefaan,97,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
26,Hussein Adiba,104,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
27,Giuffrida Filippo,77,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
28,Reygaert Lina,70,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
29,de Boer Arnold,60,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
