Nr.,nom,voix,elu,commune,parti,lien
30,Callewaert Joke,293,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
31,Akrouh Mohamed Amine,494,6,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
32,Karzazi Latifa,388,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
33,Ayoub Ayoub,392,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
34,Chin Claudia,253,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
35,Castiau Frédéric,234,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
36,Ali Idriss Souraya,371,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
37,Pestieau Victor,252,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
38,Fede Jackie,229,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
39,Flachet Ivo,238,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
40,Balseca Landeta Mercedes,248,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
41,Chin Yuen,221,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
42,Rappe Marie Françoise,266,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
43,Calà Dino,232,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
44,Ben Madhkour Iman,436,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
45,Depredomme Chris,345,,Anderlecht,PTB*PVDA,http://bru2018.brussels/fr/results/municipalities/6082/lists/192.html
1,Gadaleta Annalisa,438,,Anderlecht,Groen,http://bru2018.brussels/fr/results/municipalities/6082/lists/290.html
2,Willems Koen,158,,Anderlecht,Groen,http://bru2018.brussels/fr/results/municipalities/6082/lists/290.html
3,De Winter Mien,156,,Anderlecht,Groen,http://bru2018.brussels/fr/results/municipalities/6082/lists/290.html
4,Van Caimere Wout,102,,Anderlecht,Groen,http://bru2018.brussels/fr/results/municipalities/6082/lists/290.html
5,Fagard Malou,100,,Anderlecht,Groen,http://bru2018.brussels/fr/results/municipalities/6082/lists/290.html
6,Algoed Hannes,110,,Anderlecht,Groen,http://bru2018.brussels/fr/results/municipalities/6082/lists/290.html
7,Jacobs Lindsay,117,,Anderlecht,Groen,http://bru2018.brussels/fr/results/municipalities/6082/lists/290.html
8,Fret Bram,94,,Anderlecht,Groen,http://bru2018.brussels/fr/results/municipalities/6082/lists/290.html
9,Verbrugge Ghisline,104,,Anderlecht,Groen,http://bru2018.brussels/fr/results/municipalities/6082/lists/290.html
10,Colaes Stefan,100,,Anderlecht,Groen,http://bru2018.brussels/fr/results/municipalities/6082/lists/290.html
1,Schepmans Françoise,6468,1,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
2,Mahy Olivier,545,2,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
3,Zamouri Khadija,451,4,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
4,El Bachiri Mohamed,333,,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
5,Bastin Dina,430,7,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
6,Van Leeckwyck Georges,487,3,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
7,Evraud Danielle,386,10,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
8,El Abboudi Mohamed,224,,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
9,Palanga Laurie,331,,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
10,Papadiz Leonidas,430,8,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
11,Liekendael Carine,433,6,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
12,Eylenbosch Michel,399,9,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
13,Lon Attiya,151,,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
14,Mbulu Azanga Lazare,237,,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
15,Garcia-Fernandez Maria,340,13,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
16,Kanfaoui Abdallah,284,,Anderlecht,LISTE BOURGMESTRE (LB),http://bru2018.brussels/fr/results/municipalities/6082/lists/283.html
