Nr.,Titulaires,Votes,%,I,II,III,commune,parti,lien,liste
20,BRULARD Patrick,53,"3,60%",53,NA,10,Quaregnon,Ecolo-Vrai,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=389,Quaregnon-Ecolo-Vrai
1,BAIL Claude,352,"20,65%",352,1,NA,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
2,WATTIEZ Françoise,126,"7,39%",126,4,NA,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
3,FOUBERT Ludovic,296,"17,36%",296,2,NA,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
4,DE VOS Marianne,51,"2,99%",51,NA,9,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
5,BARRÉ Jacques,57,"3,34%",57,NA,6,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
6,PICCIRILLI Sylvia,60,"3,52%",60,NA,5,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
7,TSARTZIDIS Pascali,153,"8,97%",153,3,NA,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
8,MATON Paulette,55,"3,23%",55,NA,7,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
9,MEINGUET Stéphane,66,"3,87%",66,NA,4,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
10,SECCI Ludivine,35,"2,05%",35,NA,13,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
11,VERMEYLEN Frédéric,47,"2,76%",47,NA,11,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
12,PILOTTA Grazia,36,"2,11%",36,NA,12,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
13,FOUBERT Raphaël,55,"3,23%",55,NA,8,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
14,VATKALIS Dimitra,48,"2,82%",48,NA,10,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
15,CHARLES Ludwik,76,"4,46%",76,NA,2,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
16,CHARLES Tanya,73,"4,28%",73,NA,3,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
17,BARBIEUX Daniel,119,"6,98%",119,NA,1,Quaregnon,Citoyen,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53065&party=391,Quaregnon-Citoyen
1,URBAIN Jean-Pierre,58,"56,86%",-,NA,NA,Quiévrain,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=6,Quiévrain-ECOLO
2,DRAUX Laetitia,26,"25,49%",-,NA,NA,Quiévrain,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=6,Quiévrain-ECOLO
3,HONORÉ Martine,18,"17,65%",-,NA,NA,Quiévrain,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=6,Quiévrain-ECOLO
1,LANDRAIN Jean-Pierre,437,"19,95%",437,1,NA,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
2,COQUELET Laurence,120,"5,48%",120,NA,4,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
3,PRINCE Loïc,121,"5,52%",121,NA,3,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
4,NISOLLE Nathalie,178,"8,12%",178,3,NA,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
5,LEJEUNE Emmanuel,136,"6,21%",136,4,NA,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
6,LAROUG Audrey,83,"3,79%",83,NA,8,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
7,BALCI Huseyin,216,"9,86%",216,2,NA,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
8,HORGNIES-MASCLEF Marie-France,79,"3,61%",79,NA,10,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
9,GONZE Kevin,100,"4,56%",100,NA,5,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
10,SAUDOYER Sophie,127,"5,80%",127,NA,1,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
11,DELATTRE Yves,95,"4,34%",95,NA,6,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
12,GODRIE Ismérie,85,"3,88%",85,NA,7,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
13,ROCRELLE Laurent,81,"3,70%",81,NA,9,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
14,COLLET Laurette,72,"3,29%",72,NA,12,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
15,BRONSART Mendy,59,"2,69%",59,NA,13,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
16,PICCIRILLI Sandy,77,"3,51%",77,NA,11,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
17,DEGALLAIX Patrick,125,"5,71%",125,NA,2,Quiévrain,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=8,Quiévrain-PS
1,DAMÉE Véronique,1.528,"18,43%",1.528,1,NA,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
2,TROMONT Pierre,518,"6,25%",518,4,NA,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
3,MONOYER-HULIN Muriel,487,"5,87%",487,6,NA,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
4,DEPONT Frédéric,836,"10,08%",836,2,NA,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
5,CORDIEZ Isabelle,482,"5,81%",482,7,NA,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
6,ROBILLARD Gaël,746,9%,746,3,NA,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
7,LIEVENS Elsy,499,"6,02%",499,5,NA,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
8,MARTIN Emile,351,"4,23%",351,9,NA,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
9,BRUYÈRE-DI GIOSIA Marie-Jeanne,342,"4,13%",342,10,NA,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
10,SEDRAN Samuël,332,4%,332,11,NA,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
11,DELPLANCQ Sylviane,290,"3,50%",290,NA,4,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
12,LEJEUNE Boris,365,"4,40%",365,8,NA,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
13,LIÉNART Camille,278,"3,35%",278,NA,5,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
14,VANDERGHEYNST Olivier,327,"3,94%",327,NA,1,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
15,LEPOINT-NOISIER Nathalie,317,"3,82%",317,NA,3,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
16,PATTE Thierry,268,"3,23%",268,NA,6,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
17,LEVECQ Claude,324,"3,91%",324,NA,2,Quiévrain,Changer,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=381,Quiévrain-Changer
1,COULON Vincent,307,"22,18%",307,1,NA,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
2,DI GIOSIA Ophélie,140,"10,12%",140,2,NA,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
3,LEFEBVRE Clément,74,"5,35%",74,NA,3,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
4,IANNUZZO Sabrina,66,"4,77%",66,NA,5,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
5,YETKIN Can,119,"8,60%",119,NA,1,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
6,LAUNOIS Anne-Sophie,85,"6,14%",85,NA,2,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
7,RIGA André,42,"3,03%",42,NA,15,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
8,TORDEUR AGOSTINO Marie-Christine,70,"5,06%",70,NA,4,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
9,CANTRAINE Corentin,43,"3,11%",43,NA,13,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
10,KENMOGNE Kathleen,43,"3,11%",43,NA,14,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
11,BENERICETTI Raphaël,48,"3,47%",48,NA,12,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
12,FOSSE Chantal,49,"3,54%",49,NA,11,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
13,HURTEVENT Noam,60,"4,34%",60,NA,8,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
14,MALICE Anne-Sophie,58,"4,19%",58,NA,9,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
15,BAUDOUR Sébastien,66,"4,77%",66,NA,6,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
16,DIEU Bérengère,52,"3,76%",52,NA,10,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
17,DOMANIECKI Eric,62,"4,48%",62,NA,7,Quiévrain,UPQ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53068&party=382,Quiévrain-UPQ
1,COCHEZ Muriel,488,"14,71%",488,2,NA,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
2,VANHEESBEKE Julien,136,"4,10%",136,NA,4,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
3,BOTERDAEL-DELCOURT Sophie,205,"6,18%",205,4,NA,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
4,WAMBERSY Vincent,201,"6,06%",201,5,NA,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
5,PECHER Bérénice,131,"3,95%",131,NA,6,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
6,HURDEBISE Jean-François,155,"4,67%",155,NA,1,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
7,CORNEZ-VERHOEVEN Chantal,79,"2,38%",79,NA,13,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
8,VITA Grégory,118,"3,56%",118,NA,9,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
9,DUPONT Victoria,112,"3,38%",112,NA,10,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
10,PATERNOSTER Emile,227,"6,84%",227,3,NA,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
11,BOUTTIAU Isaline,132,"3,98%",132,NA,5,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
12,DE JAEGER Jérôme,78,"2,35%",78,NA,14,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
13,RUELLE-VANDERLINDEN Agnès,127,"3,83%",127,NA,7,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
14,GIOVANNELLI Lucas,141,"4,25%",141,NA,3,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
15,LOUVRIER-DEDISSE Lucie,127,"3,83%",127,NA,8,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
16,DURDUR Gérard,147,"4,43%",147,NA,2,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
17,LECOCQ Pascale,83,"2,50%",83,NA,12,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
18,POIGNART Boris,108,"3,25%",108,NA,11,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
19,VOLANT David,523,"15,76%",523,1,NA,Quévy,MR+,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=5,Quévy-MR+
1,LECOMPTE Florence,959,"17,51%",959,1,NA,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
2,BOUGARD Laurent,423,"7,72%",423,4,NA,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
3,PONCIN Catherine,424,"7,74%",424,3,NA,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
4,JAUPART Alexis,652,"11,90%",652,2,NA,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
5,MARISSAL Camille,98,"1,79%",98,NA,7,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
6,DIEU Eric,285,"5,20%",285,7,NA,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
7,VALCKE Mégane,141,"2,57%",141,NA,5,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
8,CAMBRUZZI Thierry,400,"7,30%",400,5,NA,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
9,MERELLE Marie,197,"3,60%",197,NA,3,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
10,DEMAREZ Claude,238,"4,35%",238,NA,2,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
11,PÉCRIAUX Valérie,272,"4,97%",272,9,NA,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
12,DRUART Jérôme,76,"1,39%",76,NA,8,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
13,BAILLY Lisa,164,"2,99%",164,NA,4,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
14,CUSSE Laurent,42,"0,77%",42,NA,10,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
15,BROHÉ Laura,269,"4,91%",269,NA,1,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
16,FAYT Emmanuel,69,"1,26%",69,NA,9,Quévy,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53084&party=8,Quévy-PS
