Nr.,Titulaires,Votes,%,I,II,III,commune,parti,lien,liste
17,VAN BELLE Christian,54,"2,20%",54,NA,16,Ecaussinnes,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=6,Ecaussinnes-ECOLO
18,BOLANZ Carole,100,"4,08%",100,NA,6,Ecaussinnes,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=6,Ecaussinnes-ECOLO
19,VANHOVE Francis,63,"2,57%",63,NA,13,Ecaussinnes,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=6,Ecaussinnes-ECOLO
20,BOSCOUPSIOS Areti,158,"6,45%",158,NA,1,Ecaussinnes,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=6,Ecaussinnes-ECOLO
21,SEVERS Thierry,121,"4,94%",121,NA,5,Ecaussinnes,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=6,Ecaussinnes-ECOLO
1,DESCHAMPS Sébastien,1.852,"35,51%",1.852,1,NA,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
2,VANDERVELDEN Julie,163,"3,13%",163,7,NA,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
3,ROMPATO Pierre,268,"5,14%",268,5,NA,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
4,SAUVAGE Alexandra,193,"3,70%",193,6,NA,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
5,VALENNE Geoffrey,151,"2,89%",151,9,NA,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
6,WAUTERS - CAPRON Marie-Pauline,82,"1,57%",82,NA,10,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
7,ROSSIGNOL Bernard,279,"5,35%",279,4,NA,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
8,LAIRIN Stéphanie,116,"2,22%",116,NA,4,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
9,DE LAEVER Arnaud,331,"6,35%",331,3,NA,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
10,COLINET - DEMULDER Marcelle,100,"1,92%",100,NA,6,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
11,DEBLANDRE-STIRMAN Romain,153,"2,93%",153,8,NA,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
12,BLANCPAIN Céline,129,"2,47%",129,NA,2,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
13,ARNOULD Bernard,87,"1,67%",87,NA,9,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
14,WALEM Catherine,149,"2,86%",149,10,NA,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
15,FAUCONNIER Dominique,90,"1,73%",90,NA,8,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
16,DEPRETER Valene,140,"2,68%",140,NA,1,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
17,PELLETIER Roger,122,"2,34%",122,NA,3,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
18,SEMAILLE Françoise,97,"1,86%",97,NA,7,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
19,ROMANS Stéphane,102,"1,96%",102,NA,5,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
20,WIBIN Anne,73,"1,40%",73,NA,11,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
21,CORBISIER Charles,539,"10,33%",539,2,NA,Ecaussinnes,Ensemble,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=72,Ecaussinnes-Ensemble
1,DUPONT Xavier,863,"21,24%",863,1,NA,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
2,ANDRÉ Astrid,162,"3,99%",162,NA,4,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
3,DUMORTIER Philippe,423,"10,41%",423,3,NA,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
4,DECAMPS Nathalie,220,"5,41%",220,4,NA,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
5,FAIGNART Dominique,477,"11,74%",477,2,NA,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
6,DEMOUSTIER Sandrine,117,"2,88%",117,NA,7,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
7,SOTTIEAUX Lionel,128,"3,15%",128,NA,5,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
8,DESSAINTES Martine,112,"2,76%",112,NA,10,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
9,MONFORT Michel,210,"5,17%",210,NA,1,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
10,VENANT Nelly,117,"2,88%",117,NA,8,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
11,ROLAND Jordan,167,"4,11%",167,NA,3,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
12,PECLOW Valérie,86,"2,12%",86,NA,12,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
13,MARY Yves,116,"2,85%",116,NA,9,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
14,BEUGNIER Louise,120,"2,95%",120,NA,6,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
15,CAPOUILLEZ Joachim,73,"1,80%",73,NA,13,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
16,BIERMANT Jeannine,49,"1,21%",49,NA,16,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
17,FONDU Alain,68,"1,67%",68,NA,14,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
18,SAMAIN Martine,60,"1,48%",60,NA,15,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
19,LAMBERT Jean-Philippe,173,"4,26%",173,NA,2,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
20,RENARD Fabienne,220,"5,41%",220,5,NA,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
21,MARQUEBREUCQ Pascal,103,"2,53%",103,NA,11,Ecaussinnes,VÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=217,Ecaussinnes-VÉ
1,HEMBERG Christine,241,"16,11%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
2,VANDERBECQ Philippe,149,"9,96%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
3,POLIART Aurélie,88,"5,88%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
4,DECAMPS Michel,55,"3,68%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
5,GHISLAIN Marie,60,"4,01%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
6,SIMONIS Luc,51,"3,41%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
7,MURRU Véronique,51,"3,41%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
8,HEMBERG Jean-Baptiste,85,"5,68%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
9,VANBELLINGHEN - VAN ZEEBR Marie-Thérèse,60,"4,01%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
10,LEGRAIN Grégory,64,"4,28%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
11,GILQUIN Martine,48,"3,21%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
12,STEVENS Florian,51,"3,41%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
13,MEGANCK Marianne,46,"3,07%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
14,VIERENDEELS Sébastien,50,"3,34%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
15,WÉSEL Sylvie,45,"3,01%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
16,BONDEKWE Kicho,55,"3,68%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
17,BOHANAN Sohad,42,"2,81%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
18,BAEYENS Louis,65,"4,34%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
19,TIMMERMANS Anne,50,"3,34%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
20,ROLET Jean-Pierre,46,"3,07%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
21,BAILLIEUX Carinne,94,"6,28%",-,NA,NA,Ecaussinnes,ACÉ,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55050&party=218,Ecaussinnes-ACÉ
1,KABONGO Pontien,265,"8,81%",265,1,NA,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
2,MINNE Béatrice,245,"8,14%",245,2,NA,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
3,DORMAL Robert,90,"2,99%",90,NA,15,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
4,WUSTEFELD Francesca,186,"6,18%",186,3,NA,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
5,BEAUMONT Benjamin,119,"3,96%",119,NA,7,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
6,SUCIU Pascalina,157,"5,22%",157,NA,1,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
7,MORELLE Benoît,112,"3,72%",112,NA,9,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
8,BREUER Annick,123,"4,09%",123,NA,6,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
9,CLEUTJENS Jonathan,83,"2,76%",83,NA,17,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
10,PANTALONE Maria,115,"3,82%",115,NA,8,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
11,VANDENBERG Benoît,78,"2,59%",78,NA,19,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
12,LATOUR Virginie,108,"3,59%",108,NA,11,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
13,FRANCQ Frédéric,87,"2,89%",87,NA,16,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
14,SELLIER Caroline,132,"4,39%",132,NA,4,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
15,TACQ Baudouin,83,"2,76%",83,NA,18,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
16,FRANCART Bérangère,132,"4,39%",132,NA,5,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
17,MELEBECK Albert,58,"1,93%",58,NA,22,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
18,HERREZEEL Anne,140,"4,65%",140,NA,2,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
19,NIZET Jean,95,"3,16%",95,NA,14,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
20,ANTOINE Edithe,107,"3,56%",107,NA,12,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
21,BONAMIS Philippe,69,"2,29%",69,NA,21,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
22,LEVIEUX Hélène,100,"3,32%",100,NA,13,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
23,CLOSSON Alain,76,"2,53%",76,NA,20,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
24,MIRKES Marina,137,"4,55%",137,NA,3,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
25,DELVAUX Tony,111,"3,69%",111,NA,10,Eghezée,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=6,Eghezée-ECOLO
1,CATINUS Alain,421,"13,59%",421,1,NA,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
2,BRABANT Patricia,243,"7,85%",243,2,NA,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
3,RONVAUX Jean-Marc,153,"4,94%",153,NA,4,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
4,HÔTE Anita,161,"5,20%",161,NA,3,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
5,DECAMP Stéphane,121,"3,91%",121,NA,7,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
6,LOUFRANI Anissa,84,"2,71%",84,NA,15,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
7,CARLIER Jordy,164,"5,30%",164,NA,2,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
8,SCARLATA Gioacchina,78,"2,52%",78,NA,20,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
9,VANKOEKELBERG Raphaël,87,"2,81%",87,NA,13,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
10,GUILLAUME Alexandra,98,"3,16%",98,NA,11,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
11,NYOUNG à KOUNG Armand,71,"2,29%",71,NA,21,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
12,CATINUS Carole,185,"5,97%",185,NA,1,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
13,LOPPE Gérard,126,"4,07%",126,NA,6,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
14,ROBIN Claire,80,"2,58%",80,NA,17,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
15,DEFRERE Camille,87,"2,81%",87,NA,14,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
16,HORION Véronique,94,"3,04%",94,NA,12,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
17,DERYCK Alexis,71,"2,29%",71,NA,22,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
18,VANMALDEGHEM Ariane,81,"2,62%",81,NA,16,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
19,BERGER Yves,80,"2,58%",80,NA,18,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
20,WALGRAFFE Agnès,112,"3,62%",112,NA,9,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
21,AGAMAND Guy,55,"1,78%",55,NA,23,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
22,MIRGUET Marie-Louise,79,"2,55%",79,NA,19,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
23,DUCAT Jean,105,"3,39%",105,NA,10,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
24,LAURENT Eliane,113,"3,65%",113,NA,8,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
25,SIMON Eric,148,"4,78%",148,NA,5,Eghezée,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=8,Eghezée-PS
1,DEWART Roger,454,"11,90%",454,1,NA,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
2,LANOY Emilie,117,"3,07%",117,NA,14,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
3,DEMAIN Eddy,253,"6,63%",253,2,NA,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
4,COOREMANS Christiane,184,"4,82%",184,NA,3,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
5,STREEL Olivier,205,"5,37%",205,NA,2,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
6,HONNOF Laura,117,"3,07%",117,NA,15,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
7,BUIS Jean-Claude,150,"3,93%",150,NA,8,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
8,VAN EECKHOUDT Magali,117,"3,07%",117,NA,16,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
9,BRUYNINCKX Christophe,90,"2,36%",90,NA,21,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
10,DARTE Christelle,103,"2,70%",103,NA,19,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
11,DUBOIS Franz,133,"3,49%",133,NA,11,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
12,BERTRAND Charline,85,"2,23%",85,NA,22,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
13,HENDRICKX Anthony,105,"2,75%",105,NA,18,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
14,DEWART Christelle,166,"4,35%",166,NA,5,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
15,PARMENTIER Simon-Pierre,146,"3,83%",146,NA,9,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
16,CLÉMENT Véronique,95,"2,49%",95,NA,20,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
17,DECAMP Roland,164,"4,30%",164,NA,6,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
18,GUILLAUME Chantal,111,"2,91%",111,NA,17,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
19,DEMAIN Maxime,161,"4,22%",161,NA,7,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
20,MASSART Solange,120,"3,15%",120,NA,13,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
21,NAZÉ Michaël,84,"2,20%",84,NA,23,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
22,CHAVÉE Gladys,127,"3,33%",127,NA,12,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
23,THONE Christian,146,"3,83%",146,NA,10,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
24,PIROTTE Myriam,173,"4,54%",173,NA,4,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
25,VAN den BROUCKE Gilbert,208,"5,45%",208,NA,1,Eghezée,LDP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=98,Eghezée-LDP
1,PETIT - LAMBIN Véronique,763,"12,38%",763,1,NA,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
