Nr,Titulaires,Votes,%,I,II,III,commune,parti,lien,liste
6,VERSCHUERE Christel,0,0%,0,NA,NA,Mont-de-l'Enclus,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=5,Mont-de-l'Enclus-11 LB
7,DETEMMERMAN Denis,0,0%,0,NA,NA,Mont-de-l'Enclus,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=5,Mont-de-l'Enclus-11 LB
8,BUCKENS Frédérika,0,0%,0,NA,NA,Mont-de-l'Enclus,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=5,Mont-de-l'Enclus-11 LB
9,DELBROECK Thierry,0,0%,0,NA,NA,Mont-de-l'Enclus,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=5,Mont-de-l'Enclus-11 LB
10,VYNCK Nora,0,0%,0,NA,NA,Mont-de-l'Enclus,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=5,Mont-de-l'Enclus-11 LB
11,PROVOYEUR Martin,0,0%,0,NA,NA,Mont-de-l'Enclus,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=5,Mont-de-l'Enclus-11 LB
12,HAVRIN Sabine,0,0%,0,NA,NA,Mont-de-l'Enclus,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=5,Mont-de-l'Enclus-11 LB
13,MONNIER Willy,0,0%,0,NA,NA,Mont-de-l'Enclus,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=5,Mont-de-l'Enclus-11 LB
1,RENARD Jordan,0,0%,-,NA,NA,Mont-de-l'Enclus,ACÉ,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=218,Mont-de-l'Enclus-11 LB
2,DEBLAUWE Melanie,0,0%,-,NA,NA,Mont-de-l'Enclus,ACÉ,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=218,Mont-de-l'Enclus-11 LB
3,NEUVILLE Filip,0,0%,-,NA,NA,Mont-de-l'Enclus,ACÉ,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=218,Mont-de-l'Enclus-11 LB
4,DUCKAERT Cindy,0,0%,-,NA,NA,Mont-de-l'Enclus,ACÉ,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=218,Mont-de-l'Enclus-11 LB
5,QUERTON Jean,0,0%,-,NA,NA,Mont-de-l'Enclus,ACÉ,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=218,Mont-de-l'Enclus-11 LB
6,GUEMJOM Virginie,0,0%,-,NA,NA,Mont-de-l'Enclus,ACÉ,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=218,Mont-de-l'Enclus-11 LB
7,VANDROMME Etienne,0,0%,-,NA,NA,Mont-de-l'Enclus,ACÉ,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=218,Mont-de-l'Enclus-11 LB
8,BOUDRY Marie-Hélène,0,0%,-,NA,NA,Mont-de-l'Enclus,ACÉ,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=218,Mont-de-l'Enclus-11 LB
9,DOGIMONT Fabrice,0,0%,-,NA,NA,Mont-de-l'Enclus,ACÉ,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=218,Mont-de-l'Enclus-11 LB
10,PROUD'HON-CLERC Sara,0,0%,-,NA,NA,Mont-de-l'Enclus,ACÉ,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=218,Mont-de-l'Enclus-11 LB
11,BROCKART Jean-Marie,0,0%,-,NA,NA,Mont-de-l'Enclus,ACÉ,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=218,Mont-de-l'Enclus-11 LB
12,KINDT Christelle,0,0%,-,NA,NA,Mont-de-l'Enclus,ACÉ,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=218,Mont-de-l'Enclus-11 LB
13,HUYBRECHTS Dominique,0,0%,-,NA,NA,Mont-de-l'Enclus,ACÉ,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM57095&party=218,Mont-de-l'Enclus-11 LB
1,KNOOPS Marie Hélène,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
2,CORSO Joseph,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
3,GHERARDINI Nathalie,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
4,GOENS Benoit,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
5,POTIGNY Patricia,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
6,DONOT René,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
7,PEETERBROECK Céline,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
8,BONNET Laurent,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
9,RICHARD Stéphanie,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
10,LAPLANCHE Cédric,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
11,CORNET Laurence,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
12,PIHOT Léonard,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
13,VENDRAMIN Anna,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
14,SARTIEAUX Loïc,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
15,TUBELLO Manon,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
16,DE VESTELE Grégory,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
17,SAMANCI Sevim,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
18,MOULIN Mathieu,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
19,BEAUDOUL Corinne,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
20,TONNELIER Guy,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
21,DERNOVOI Alexandre,0,0%,0,NA,NA,Montigny-le-Tilleul,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=5,Montigny-le-Tilleul-11 LB
1,DUPONT Michaël,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
2,DELIRE Agnès,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
3,PETIT David,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
4,BAUWENS Carine,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
5,BRICOULT Jean,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
6,TRÉFOIS Nadine,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
7,BAUWENS Jonathan,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
8,HOUBEN Marie-Brigitte,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
9,VILLAROMAN Théodore,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
10,DE DONDER Laurence,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
11,LEMAÎTRE Pierre,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
12,SOUMOY Mathilde,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
13,RENART Julien,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
14,DE COSTER Madeleine,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
15,GANTOIS Roland,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
16,BELLOT Iseult,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
17,AMITIÉ Patrice,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
18,NAMÊCHE Angélique,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
19,LARIVIÈRE Cédric,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
20,DEVALLÉE Thérèse,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
21,CLÉMENT Jean-Claude,0,0%,0,NA,NA,Montigny-le-Tilleul,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=6,Montigny-le-Tilleul-11 LB
1,DEMACQ Florence,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
2,DUFRANE Gregory,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
3,VAN RENTERGHEM Véronique,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
4,DECROLIÈRE Michel,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
5,VANDRAYE Nathalie,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
6,MOTOLA Pietro,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
7,CHANTRY Ann,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
8,GROSSO Mario,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
9,TERZARIOL Heloïse,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
10,BOREUX Philippe,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
11,VAN LAERHOVEN-FOX Chantal,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
12,ZANOTTO Laurent,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
13,LIXON Angélique,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
14,RIDA Philippe,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
15,HOEBERS Sabrina,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
16,LEONE Nicolas,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
17,EMANUELE Léa,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
18,BOGAERT Sydney,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
19,VANDRIESSCHE Charlotte,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
20,LOOTEN François,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
21,HECQ-ADANT Francine,0,0%,0,NA,NA,Montigny-le-Tilleul,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=8,Montigny-le-Tilleul-11 LB
1,MIGNONE Maria,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
2,RENARD Bruno,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
3,COLONNA Victoria,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
4,COSTANZA Carmelo,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
5,FONTANA Anaïs,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
6,BATTAGLIA Giovanni,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
7,PAIN Caroline,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
8,PICCICUTO Salvatore,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
9,BOLOGNESE Rosalba,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
10,IANNONE Frédéric,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
11,SACCO Laura,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
12,VANOPDENBOSCH Simon,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
13,DUHAIN Béatrice,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
14,GALAND Jonathan,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
15,YILDIRIM Arzu,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
16,BRESSA Franco,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
17,VERMEIRE Véronique,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
18,VERVLOESEM Philippe,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
19,LIBOTTE Claude,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
20,MARCHAND Guy,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
21,SAUVAGE Krisna,0,0%,0,NA,NA,Montigny-le-Tilleul,DéFI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=63,Montigny-le-Tilleul-11 LB
1,DE BON Frédéric,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
2,CHAUVENNE Valérie,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
3,JACQUART Jean,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
4,LEVIE Delphine,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
5,DE MAEYER Maxence,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
6,ADAM-GIRAUDON Marie Christine,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
7,MARSIGNY Jean-Michel,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
8,AERTS Lizzie,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
9,LEVEQUE Didier,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
10,CHAINNIEAUX Noëlla,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
11,PIRSON Benoit,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
12,BERNIER Cathy,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
13,LORENT Adrien,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
14,TORREKENS Mala,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
15,HANCIAUX Pierre,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
16,DELHAYE Amandine,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
17,BOLSSENS Jean-Claude,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
18,POURBAIX-LAMBERT Maggy,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
19,DE BAST Christian,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
20,CERRATO-SANCHEZ Marie-Dolores,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
21,BOUSMAN Sébastien,0,0%,0,NA,NA,Montigny-le-Tilleul,OSONS!,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM52048&party=224,Montigny-le-Tilleul-11 LB
1,KOWARIK Michel,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
2,LAMBOTTE Céline,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
3,ALONGI Paolo,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
