Nr,Titulaires,Votes,%,I,II,III,commune,parti,lien,liste
3,WEISE Thierry,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
4,ROMAIN Johanna,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
5,DANIELS Jean,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
6,LERUSE Séverine,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
7,CARA Jean-Pierre,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
8,BERTRAND-GOFFIN Sylvie,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
9,BOUTET Christian,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
10,SPÈDE Florine,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
11,TREKELS Henry,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
12,MARÉCHAL Carole,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
13,SANCHEZ Christophe,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
14,LÉONARD Delphine,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
15,JOURDAN Michaël,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
16,DEROUA-LEGRAND Vanina,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
17,GILKINET Patrick,0,0%,0,NA,NA,Comblain-au-Pont,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62026&party=142,Comblain-au-Pont-11 LB
1,MOUTON Philippe,0,0%,0,NA,NA,Comines-Warneton,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=6,Comines-Warneton-11 LB
2,VANCRAEYNEST Sylvie,0,0%,0,NA,NA,Comines-Warneton,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=6,Comines-Warneton-11 LB
3,EFESOTTI Frank,0,0%,0,NA,NA,Comines-Warneton,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=6,Comines-Warneton-11 LB
4,DELBECQUE Peggy,0,0%,0,NA,NA,Comines-Warneton,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=6,Comines-Warneton-11 LB
5,COOL Venezio,0,0%,0,NA,NA,Comines-Warneton,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=6,Comines-Warneton-11 LB
6,VAN ACHTER Marion,0,0%,0,NA,NA,Comines-Warneton,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=6,Comines-Warneton-11 LB
7,BECQUART Pascal,0,0%,0,NA,NA,Comines-Warneton,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=6,Comines-Warneton-11 LB
8,BOUCKENOOGHE Marquita,0,0%,0,NA,NA,Comines-Warneton,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=6,Comines-Warneton-11 LB
9,POLFLIET Roland,0,0%,0,NA,NA,Comines-Warneton,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=6,Comines-Warneton-11 LB
10,BONDUE Fabienne,0,0%,0,NA,NA,Comines-Warneton,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=6,Comines-Warneton-11 LB
11,DURNEZ Augustin,0,0%,0,NA,NA,Comines-Warneton,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=6,Comines-Warneton-11 LB
12,VAN ROSSEM Chantal,0,0%,0,NA,NA,Comines-Warneton,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=6,Comines-Warneton-11 LB
13,MATON Patrick,0,0%,0,NA,NA,Comines-Warneton,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=6,Comines-Warneton-11 LB
1,WERQUIN David,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
2,PITELJON Severine,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
3,DEBRUYNE Alain,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
4,TALLARICO Graziella,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
5,GEKIERE Diego,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
6,BRAEME Audrey,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
7,HUYGHE Michel,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
8,DELECROIX Virginie,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
9,GIVAUDAN Cédric,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
10,BOSSUE Sophie,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
11,BRULEZ Matthieu,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
12,VANDEPARRE Cathy,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
13,LALLEMANT Sebastien,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
14,ZOONEKYNDT Hélène,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
15,VAN ELSLANDER Hubert,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
16,DEHORTER Typhaine,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
17,CORNELISSEN Fabrice,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
18,GRANA Yaëlle,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
19,BRULEZ David,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
20,SAADI Farida,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
21,DESWARTE Michaël,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
22,BOUILLET Nathalie,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
23,DUMORTIER Philippe,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
24,CARLIER Laurence,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
25,PITELJON Serge,0,0%,0,NA,NA,Comines-Warneton,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=8,Comines-Warneton-11 LB
1,KYRIAKIDIS David,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
2,DEKIMPE Florence,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
3,ROELENS Thierry,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
4,d'ABBUNDO Virginie,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
5,VANBESELAERE Patrick,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
6,MARQUETTE Noémie,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
7,MASSCHELEIN Sébastien,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
8,ROOSE-OOGHE Nancy,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
9,CLARION Xavier,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
10,BENAUWT Prescillia,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
11,BRUNEEL Jerôme,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
12,DERAMOUDT-POUILLE Nadege,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
13,CLAEREBOUT Rudy,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
14,VANDOORNE Daniëlla,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
15,DERAMAUX Romain,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
16,VANACKER Elodie,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
17,ROBAEYS Fabrice,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
18,VANMEENEN Alice,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
19,MEURISSE Geoffrey,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
20,LENSEL Delphine,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
21,WERQUIN Laurent,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
22,DELABY-MAILLIOTTE Liliane,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
23,PONCHEAUX Stéphane,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
24,LESAGE Christine,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
25,VERVOITTE Ludovic,0,0%,0,NA,NA,Comines-Warneton,MCI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=177,Comines-Warneton-11 LB
1,LEEUWERCK Alice,0,0%,-,NA,NA,Comines-Warneton,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=72,Comines-Warneton-11 LB
2,SOETE Didier,0,0%,-,NA,NA,Comines-Warneton,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=72,Comines-Warneton-11 LB
3,LIPPINOIS Myriam,0,0%,-,NA,NA,Comines-Warneton,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=72,Comines-Warneton-11 LB
4,GOBEYN André,0,0%,-,NA,NA,Comines-Warneton,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=72,Comines-Warneton-11 LB
5,MOENECLAEY Johanna,0,0%,-,NA,NA,Comines-Warneton,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=72,Comines-Warneton-11 LB
6,DEVOS Eric,0,0%,-,NA,NA,Comines-Warneton,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=72,Comines-Warneton-11 LB
7,MISPELAER-DENTURCK Françoise,0,0%,-,NA,NA,Comines-Warneton,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=72,Comines-Warneton-11 LB
8,DUMONT Fabien,0,0%,-,NA,NA,Comines-Warneton,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=72,Comines-Warneton-11 LB
9,CASTRIQUE Pascale,0,0%,-,NA,NA,Comines-Warneton,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=72,Comines-Warneton-11 LB
10,LETURCQ-CALLENS Steve,0,0%,-,NA,NA,Comines-Warneton,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=72,Comines-Warneton-11 LB
11,GIROUL Pascale,0,0%,-,NA,NA,Comines-Warneton,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54010&party=72,Comines-Warneton-11 LB
